product_id,title,brand,category,subcategory,description,specifications,price,color,is_f_assured,cod_available,return_policy,seller_name,seller_rating,image_url,tags
P13920,Oppo F23,Oppo,Electronics,Smartphone,Oppo F23 - Same design join world official government center positive.,"RAM: 5000mAh, Processor: Android 13",25050.15,Blue,False,False,7-day return,Hammond-Arias,4.0,https://images.flipkart.com/products/P13920.jpg,"Best Seller, Eco-Friendly, Waterproof, Trending"
P13921,OnePlus OnePlus 11R,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11R - These ten throughout economic budget fire appear.,"Battery: 8GB, OS: Android 13",51814.92,Rose Gold,True,False,30-day return,Mcconnell-Chen,4.3,https://images.flipkart.com/products/P13921.jpg,"Trending, Waterproof, Smart, Wireless"
P13922,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Statement trade hear maintain last front.,"RAM: 6.5 inch, Processor: 5G",146470.8,Gold,False,True,15-day return,Bryant Ltd,4.8,https://images.flipkart.com/products/P13922.jpg,"Wireless, HD"
P13923,JBL Club Pro+,JBL,Electronics,Headphones,JBL Club Pro+ - Mention particularly budget deep market history.,"Storage: 6.5 inch, Connectivity: MediaTek",27745.6,White,False,True,15-day return,Hicks-Parker,4.1,https://images.flipkart.com/products/P13923.jpg,"Eco-Friendly, Premium, Stylish"
P13924,"Samsung Neo QLED 75""",Samsung,Electronics,TV,"Samsung Neo QLED 75"" - Hair heavy go baby apply argue operation girl situation all.","Battery: 48MP, Processor: MediaTek",132006.78,Blue,False,True,10-day return,Chan LLC,3.6,https://images.flipkart.com/products/P13924.jpg,"Lightweight, Smart, HD, 4K"
P13925,Nike Air Force 1,Nike,Fashion,Shoes,Nike Air Force 1 - Deep could task fill such lose under really movement.,"Display: 256GB, Connectivity: 5G",4608.03,Red,True,True,7-day return,Howard Inc,4.8,https://images.flipkart.com/products/P13925.jpg,"Waterproof, 4K, Lightweight, Stylish"
P13926,Lakme Absolute Foundation,Lakme,Beauty,Cosmetics,Lakme Absolute Foundation - Among authority involve build close back.,"RAM: 256GB, OS: WiFi 6",16699.37,Black,False,True,7-day return,Chen-Davis,4.5,https://images.flipkart.com/products/P13926.jpg,"Lightweight, New Launch, Durable, Trending"
P13927,Prestige Iris Mixer,Prestige,Home,Kitchen,Prestige Iris Mixer - Alone fire although pull note consumer child run.,"Battery: 256GB, OS: Snapdragon",11741.21,Purple,False,True,7-day return,Hernandez Group,4.6,https://images.flipkart.com/products/P13927.jpg,"Trending, Waterproof"
P13928,Zara Slim Fit Jeans,Zara,Fashion,Clothing,Zara Slim Fit Jeans - Education lay long early animal case like population section somebody senior.,"Display: 256GB, Connectivity: iOS 17",2428.42,Black,True,True,7-day return,Bernard PLC,4.0,https://images.flipkart.com/products/P13928.jpg,"Trending, Waterproof, Best Seller, Smart"
P13929,Apple iPhone 15,Apple,Electronics,Smartphone,Apple iPhone 15 - Dinner together capital major age Mr either interesting scene.,"Display: 128GB, OS: Snapdragon",68047.89,Silver,True,True,15-day return,"Newton, Richards and Long",4.6,https://images.flipkart.com/products/P13929.jpg,"Eco-Friendly, Waterproof"
P13930,Uniqlo Heattech T-Shirt,Uniqlo,Fashion,Clothing,Uniqlo Heattech T-Shirt - Also care leg message sell authority consider benefit amount.,"Storage: 6GB, Processor: Snapdragon",7039.52,Rose Gold,True,True,7-day return,Wells-Tucker,4.0,https://images.flipkart.com/products/P13930.jpg,"Smart, Wireless, Trending"
P13931,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Painting may break material development risk finally.,"Battery: 5000mAh, OS: WiFi 6",226169.02,Gold,True,True,10-day return,Knapp Inc,3.7,https://images.flipkart.com/products/P13931.jpg,"4K, Premium, Lightweight, HD"
P13932,Lenovo IdeaPad 3,Lenovo,Electronics,Laptop,Lenovo IdeaPad 3 - Music physical foreign story sort often ok occur responsibility region.,"Battery: 256GB, OS: iOS 17",113560.64,Purple,False,False,30-day return,"Fowler, Johnson and Martin",4.8,https://images.flipkart.com/products/P13932.jpg,"HD, Fast Charging, 4K"
P13933,Dell Vostro 14,Dell,Electronics,Laptop,Dell Vostro 14 - Somebody list ground share energy fire range he save goal.,"Camera: 128GB, Processor: iOS 17",140421.33,Rose Gold,True,False,30-day return,Brown LLC,4.0,https://images.flipkart.com/products/P13933.jpg,"4K, Stylish, Waterproof, Premium"
P13934,Adidas Gazelle,Adidas,Fashion,Shoes,Adidas Gazelle - Story southern shake organization minute wait positive activity product practice business.,"Camera: 128GB, OS: Android 13",5816.96,Purple,True,False,10-day return,Castillo-Rivera,4.2,https://images.flipkart.com/products/P13934.jpg,"4K, Stylish"
P13935,Pigeon Stovekraft Mixer,Pigeon,Home,Kitchen,Pigeon Stovekraft Mixer - Money organization first heart four ask course.,"Storage: 48MP, Connectivity: 5G",16777.01,Gray,True,False,15-day return,Holmes-Lambert,3.7,https://images.flipkart.com/products/P13935.jpg,"Premium, Eco-Friendly, HD, Waterproof"
P13936,Realme 11 Pro,Realme,Electronics,Smartphone,Realme 11 Pro - Assume center ten source continue lay likely third.,"Camera: 256GB, OS: 5G",28451.91,Green,True,False,15-day return,Olson-Bowman,4.3,https://images.flipkart.com/products/P13936.jpg,"Durable, Eco-Friendly, Best Seller"
P13937,Noise Buds VS104,Noise,Electronics,Headphones,Noise Buds VS104 - Dark tough east accept pay music teach few.,"Battery: 48MP, Processor: 5G",22842.87,White,True,True,7-day return,Carson-Kennedy,4.3,https://images.flipkart.com/products/P13937.jpg,"New Launch, Best Seller, Fast Charging"
P13938,Godrej Dining Set,Godrej,Home,Furniture,Godrej Dining Set - Child Mr beautiful black discussion.,"Camera: 256GB, Processor: iOS 17",16750.68,Rose Gold,False,False,15-day return,"Dawson, Lewis and Harris",4.6,https://images.flipkart.com/products/P13938.jpg,"Smart, Waterproof"
P13939,Apple iPhone 14 Plus,Apple,Electronics,Smartphone,Apple iPhone 14 Plus - Same environment class good Mrs become.,"Display: 256GB, Connectivity: Android 13",75429.98,Blue,True,False,10-day return,"Hall, Garcia and Howell",3.9,https://images.flipkart.com/products/P13939.jpg,"Waterproof, Wireless, Premium"
P13940,Zara Hoodie,Zara,Fashion,Clothing,Zara Hoodie - Property rest detail car clear save some take they.,"RAM: 128GB, Processor: Snapdragon",2423.27,Green,True,True,10-day return,Palmer and Sons,4.4,https://images.flipkart.com/products/P13940.jpg,"Durable, Eco-Friendly, Lightweight, Smart"
P13941,Pigeon Stovekraft Mixer,Pigeon,Home,Kitchen,Pigeon Stovekraft Mixer - Gun necessary choose from exactly machine bed church police.,"Battery: 5000mAh, Connectivity: iOS 17",8010.17,White,False,False,30-day return,Holden Group,4.7,https://images.flipkart.com/products/P13941.jpg,"Eco-Friendly, Smart"
P13942,Puma Suede Classic,Puma,Fashion,Shoes,Puma Suede Classic - Election strong be street his.,"Camera: 256GB, OS: Snapdragon",2051.75,Gray,False,True,10-day return,"Webb, Blake and Alvarado",4.1,https://images.flipkart.com/products/P13942.jpg,"Trending, Fast Charging"
P13943,Sony WF-C700N,Sony,Electronics,Headphones,Sony WF-C700N - Create over not land consumer concern.,"Display: 128GB, Processor: WiFi 6",33246.63,Purple,False,False,30-day return,Glover-Kennedy,4.9,https://images.flipkart.com/products/P13943.jpg,"Waterproof, Wireless"
P13944,Bata Comfit,Bata,Fashion,Shoes,Bata Comfit - Between fill no cause value.,"Storage: 6GB, Processor: MediaTek",12072.61,Gold,True,True,10-day return,Patel-Oconnor,4.5,https://images.flipkart.com/products/P13944.jpg,"Smart, New Launch, Fast Charging, Wireless"
P13945,JBL Tune 770NC,JBL,Electronics,Headphones,JBL Tune 770NC - Apply building him west if.,"RAM: 5000mAh, Connectivity: Android 13",22699.31,Gray,False,False,30-day return,Lara-Green,4.5,https://images.flipkart.com/products/P13945.jpg,"4K, Durable"
P13946,"LG NanoCell 50""",LG,Electronics,TV,"LG NanoCell 50"" - In sing many play his matter.","Camera: 8GB, Processor: 5G",34463.14,Blue,True,True,30-day return,Martin-Myers,4.1,https://images.flipkart.com/products/P13946.jpg,"4K, Lightweight, Premium, HD"
P13947,Puma RS-X,Puma,Fashion,Shoes,Puma RS-X - Focus factor be with his number.,"Camera: 128GB, OS: 5G",7981.24,Gold,True,True,30-day return,Graham Group,4.8,https://images.flipkart.com/products/P13947.jpg,"4K, Best Seller, Waterproof, Stylish"
P13948,Lenovo Yoga 7i,Lenovo,Electronics,Laptop,Lenovo Yoga 7i - Thus beautiful science forward.,"RAM: 5000mAh, Processor: iOS 17",39066.47,Blue,False,False,30-day return,Kelley-Smith,4.8,https://images.flipkart.com/products/P13948.jpg,"4K, Waterproof, Lightweight, Premium"
P13949,Apple iPhone 15 Pro,Apple,Electronics,Smartphone,Apple iPhone 15 Pro - Happen player each behind behavior.,"RAM: 256GB, OS: Snapdragon",96708.66,Gold,True,True,30-day return,Glass-Stone,3.7,https://images.flipkart.com/products/P13949.jpg,"4K, Stylish, Trending"
P13950,Adidas Stan Smith,Adidas,Fashion,Shoes,Adidas Stan Smith - Indeed today chair second pick art argue national share total.,"Camera: 6.5 inch, Connectivity: 5G",7745.65,Green,False,False,30-day return,"Collins, Ward and Potter",4.9,https://images.flipkart.com/products/P13950.jpg,"Wireless, Fast Charging"
P13951,Hawkins Miss Mary Cooker,Hawkins,Home,Kitchen,Hawkins Miss Mary Cooker - Lawyer agree no save ability no.,"Display: 48MP, Processor: WiFi 6",23236.22,Purple,True,False,15-day return,"Thompson, Silva and Garcia",4.4,https://images.flipkart.com/products/P13951.jpg,"Lightweight, Smart, New Launch, Premium"
P13952,Oppo Reno 10,Oppo,Electronics,Smartphone,Oppo Reno 10 - Still certain hospital necessary home then begin visit assume.,"Storage: 8GB, Processor: MediaTek",57793.36,White,False,True,10-day return,Sparks LLC,4.5,https://images.flipkart.com/products/P13952.jpg,"Waterproof, Wireless, HD, Stylish"
P13953,Prestige Iris Mixer,Prestige,Home,Kitchen,Prestige Iris Mixer - Join always fact and.,"RAM: 128GB, OS: Snapdragon",17933.99,Gray,True,True,30-day return,Williams PLC,3.5,https://images.flipkart.com/products/P13953.jpg,"New Launch, Eco-Friendly, Best Seller, Trending"
P13954,Reebok Classic Leather,Reebok,Fashion,Shoes,Reebok Classic Leather - Assume her value white the.,"Camera: 6GB, Processor: MediaTek",3050.63,Silver,True,False,10-day return,"Davis, Walters and Jordan",3.9,https://images.flipkart.com/products/P13954.jpg,"Premium, Trending, 4K"
P13955,"MI Q1 75""",MI,Electronics,TV,"MI Q1 75"" - End responsibility assume never national.","Battery: 256GB, OS: 5G",103229.41,Green,True,True,7-day return,Bartlett-Burns,4.7,https://images.flipkart.com/products/P13955.jpg,"Fast Charging, HD"
P13956,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Gas phone war nor worker.,"Display: 48MP, OS: MediaTek",142278.34,Silver,False,True,7-day return,"Nguyen, Morris and Bullock",4.6,https://images.flipkart.com/products/P13956.jpg,"Waterproof, Premium, Fast Charging, Wireless"
P13957,Uniqlo UV Protection Polo,Uniqlo,Fashion,Clothing,Uniqlo UV Protection Polo - Program better I teacher wide.,"Display: 48MP, OS: 5G",14416.59,Silver,True,True,15-day return,"Roberts, Edwards and Koch",3.8,https://images.flipkart.com/products/P13957.jpg,"Durable, New Launch"
P13958,Oppo A78,Oppo,Electronics,Smartphone,Oppo A78 - Interesting song heavy whole already small.,"Display: 128GB, Connectivity: 5G",39899.13,Red,True,True,7-day return,Johnson-George,4.2,https://images.flipkart.com/products/P13958.jpg,"4K, Wireless"
P13959,HP EliteBook 840,HP,Electronics,Laptop,HP EliteBook 840 - Win specific provide property arrive performance.,"Battery: 6GB, Connectivity: iOS 17",106590.46,Black,False,False,10-day return,Whitehead and Sons,4.8,https://images.flipkart.com/products/P13959.jpg,"4K, Trending, Waterproof"
P13960,Noise Two Wireless,Noise,Electronics,Headphones,Noise Two Wireless - Gas line agreement sense population market by seem item.,"Battery: 128GB, Connectivity: 5G",48224.57,White,True,True,7-day return,Coleman-Daniels,4.1,https://images.flipkart.com/products/P13960.jpg,"Stylish, Best Seller, Premium, Eco-Friendly"
P13961,"LG OLED C3 55""",LG,Electronics,TV,"LG OLED C3 55"" - Section age share husband plan exist ready would father firm.","RAM: 8GB, OS: MediaTek",125353.19,Green,False,False,10-day return,Gonzales-Sawyer,4.4,https://images.flipkart.com/products/P13961.jpg,"Stylish, Premium, 4K"
P13962,Reebok Club C 85,Reebok,Fashion,Shoes,Reebok Club C 85 - Author campaign daughter just red middle interview.,"Storage: 5000mAh, Processor: Snapdragon",12104.58,Black,True,False,15-day return,"Bailey, Ibarra and Potts",4.3,https://images.flipkart.com/products/P13962.jpg,"Fast Charging, Stylish, HD"
P13963,Acer Predator Helios,Acer,Electronics,Laptop,Acer Predator Helios - Person senior sign only upon world treatment.,"Display: 6GB, Processor: iOS 17",137753.62,Purple,True,False,15-day return,Stewart-Stevenson,3.8,https://images.flipkart.com/products/P13963.jpg,"Smart, Fast Charging, HD, Premium"
P13964,Levi's 511 Slim Jeans,Levi's,Fashion,Clothing,Levi's 511 Slim Jeans - Style science part any tell government candidate.,"Camera: 48MP, Connectivity: Snapdragon",7584.91,Silver,False,False,30-day return,"Moore, Lamb and Jordan",3.6,https://images.flipkart.com/products/P13964.jpg,"Lightweight, Waterproof, New Launch, Trending"
P13965,Samsung Galaxy F54,Samsung,Electronics,Smartphone,Samsung Galaxy F54 - For player goal any Democrat sea article reality.,"RAM: 6.5 inch, OS: WiFi 6",103823.81,Green,True,True,15-day return,"Hoffman, Mitchell and Clark",4.1,https://images.flipkart.com/products/P13965.jpg,"Lightweight, Waterproof"
P13966,Apple iPhone 14,Apple,Electronics,Smartphone,Apple iPhone 14 - Speech add box kitchen let attention improve either tell.,"RAM: 6GB, Processor: 5G",83948.8,Black,True,True,10-day return,Hammond-Franklin,3.8,https://images.flipkart.com/products/P13966.jpg,"Waterproof, HD"
P13967,HP Victus 15,HP,Electronics,Laptop,HP Victus 15 - Reduce maintain look billion matter set discuss yourself summer.,"RAM: 6.5 inch, Connectivity: MediaTek",127896.43,Gray,False,True,7-day return,Roberson PLC,3.9,https://images.flipkart.com/products/P13967.jpg,"Wireless, Eco-Friendly, New Launch"
P13968,Samsung Galaxy S24,Samsung,Electronics,Smartphone,Samsung Galaxy S24 - School everybody soldier around move color election more blue campaign.,"Display: 256GB, Connectivity: MediaTek",57945.11,Gold,False,True,7-day return,Diaz Ltd,4.9,https://images.flipkart.com/products/P13968.jpg,"Lightweight, Smart"
P13969,Zara Formal Shirt,Zara,Fashion,Clothing,Zara Formal Shirt - Two half improve say many determine car charge.,"Display: 6GB, Connectivity: iOS 17",7966.01,Rose Gold,False,False,30-day return,"Underwood, Jones and Duran",4.7,https://images.flipkart.com/products/P13969.jpg,"Eco-Friendly, HD"
P13970,Dell Latitude 7420,Dell,Electronics,Laptop,Dell Latitude 7420 - Now evidence season culture card movement interesting difficult year.,"RAM: 8GB, OS: Snapdragon",56134.03,Green,False,True,30-day return,Anderson-Davila,4.7,https://images.flipkart.com/products/P13970.jpg,"Fast Charging, Trending"
P13971,Allen Solly Formal Shirt,Allen Solly,Fashion,Clothing,Allen Solly Formal Shirt - One everything inside break reduce gun approach memory must turn.,"Display: 8GB, OS: Snapdragon",10085.03,Silver,False,False,30-day return,"Beasley, Hernandez and Hansen",4.8,https://images.flipkart.com/products/P13971.jpg,"Premium, Stylish, Best Seller"
P13972,Allen Solly Chinos,Allen Solly,Fashion,Clothing,Allen Solly Chinos - Also whether always girl ball.,"Display: 256GB, Connectivity: Snapdragon",4531.77,Rose Gold,False,True,7-day return,Whitaker-Lam,3.5,https://images.flipkart.com/products/P13972.jpg,"New Launch, Trending"
P13973,Dell Inspiron 15,Dell,Electronics,Laptop,Dell Inspiron 15 - How want lawyer skin it agree ready mouth enjoy ten.,"Battery: 128GB, Processor: iOS 17",116798.52,Gold,True,True,30-day return,Fisher Group,3.9,https://images.flipkart.com/products/P13973.jpg,"HD, Fast Charging"
P13974,Lenovo Legion 5,Lenovo,Electronics,Laptop,Lenovo Legion 5 - Discover number clearly stand experience medical already performance.,"Camera: 5000mAh, Processor: MediaTek",111749.74,Blue,True,True,10-day return,Moreno LLC,3.9,https://images.flipkart.com/products/P13974.jpg,"Wireless, Waterproof"
P13975,JBL Tune 770NC,JBL,Electronics,Headphones,JBL Tune 770NC - Ready success protect hundred officer.,"Battery: 256GB, OS: Android 13",23629.17,Silver,False,True,7-day return,Fitzpatrick Group,4.5,https://images.flipkart.com/products/P13975.jpg,"Smart, New Launch"
P13976,Puma RS-X,Puma,Fashion,Shoes,Puma RS-X - Thought available back him center whatever.,"RAM: 6.5 inch, OS: MediaTek",9839.75,Green,False,True,10-day return,"Flores, Diaz and Rasmussen",4.4,https://images.flipkart.com/products/P13976.jpg,"4K, Premium"
P13977,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Difference threat middle government week sometimes half four source then.,"Display: 6GB, Processor: iOS 17",24268.9,Silver,True,True,15-day return,"Long, Garcia and Reyes",5.0,https://images.flipkart.com/products/P13977.jpg,"Durable, Waterproof, New Launch"
P13978,Hawkins Classic Cooker,Hawkins,Home,Kitchen,Hawkins Classic Cooker - Firm debate hotel leader approach day audience environmental.,"RAM: 6.5 inch, OS: Android 13",12557.25,Gray,False,False,7-day return,Cooper-Vega,4.9,https://images.flipkart.com/products/P13978.jpg,"Wireless, Premium"
P13979,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Expect left history account idea trade catch produce.,"Camera: 8GB, Processor: iOS 17",30452.75,Rose Gold,False,False,15-day return,Lee LLC,4.1,https://images.flipkart.com/products/P13979.jpg,"Waterproof, Smart, Wireless, Durable"
P13980,"Samsung Crystal 4K 55""",Samsung,Electronics,TV,"Samsung Crystal 4K 55"" - Sell customer where whatever point later will move.","Storage: 6.5 inch, OS: WiFi 6",296574.1,Green,True,False,10-day return,Burton and Sons,4.4,https://images.flipkart.com/products/P13980.jpg,"Stylish, Trending"
P13981,JBL Club Pro+,JBL,Electronics,Headphones,JBL Club Pro+ - Financial name friend both not dark.,"Battery: 6GB, Processor: iOS 17",43228.21,Gold,True,True,30-day return,Craig Group,4.5,https://images.flipkart.com/products/P13981.jpg,"Smart, Stylish"
P13982,Reebok Classic Leather,Reebok,Fashion,Shoes,Reebok Classic Leather - Nation help couple language long assume.,"Battery: 6GB, OS: Android 13",11954.09,Purple,False,True,10-day return,"Patterson, Jackson and Kaiser",4.2,https://images.flipkart.com/products/P13982.jpg,"Wireless, Durable"
P13983,OnePlus OnePlus Nord 3,OnePlus,Electronics,Smartphone,OnePlus OnePlus Nord 3 - Mr watch range build.,"Battery: 8GB, Connectivity: WiFi 6",32985.8,Gray,False,True,30-day return,Blair Ltd,4.5,https://images.flipkart.com/products/P13983.jpg,"Wireless, Premium, Stylish"
P13984,Bata Red Label,Bata,Fashion,Shoes,Bata Red Label - Task onto southern fight population nation into.,"Camera: 128GB, OS: iOS 17",13025.94,White,True,True,10-day return,Smith-Duncan,4.8,https://images.flipkart.com/products/P13984.jpg,"Smart, Eco-Friendly, Waterproof, Premium"
P13985,Uniqlo Ultra Stretch Jeans,Uniqlo,Fashion,Clothing,Uniqlo Ultra Stretch Jeans - Avoid religious happy time near animal care good upon eye.,"Storage: 128GB, Connectivity: MediaTek",824.24,Gold,False,True,10-day return,"Davies, Allen and Spencer",4.5,https://images.flipkart.com/products/P13985.jpg,"Wireless, 4K"
P13986,Nivea Soft Moisturizer,Nivea,Beauty,Skincare,Nivea Soft Moisturizer - End partner factor interview property.,"Camera: 5000mAh, Connectivity: iOS 17",24714.6,White,False,True,30-day return,Payne-Rice,4.0,https://images.flipkart.com/products/P13986.jpg,"Premium, Stylish, HD"
P13987,Sony WH-CH720N,Sony,Electronics,Headphones,Sony WH-CH720N - Upon huge industry explain market easy quickly professional really two.,"Display: 48MP, Connectivity: iOS 17",46878.26,Blue,True,True,30-day return,Tucker-Freeman,4.7,https://images.flipkart.com/products/P13987.jpg,"Best Seller, Lightweight, Durable, Fast Charging"
P13988,Adidas Superstar,Adidas,Fashion,Shoes,Adidas Superstar - Five hot rule today feel plant.,"Camera: 48MP, Processor: Snapdragon",657.23,Gray,True,False,15-day return,Jones Group,4.1,https://images.flipkart.com/products/P13988.jpg,"4K, Trending"
P13989,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - News moment management offer us even simply do or use whose.,"RAM: 6.5 inch, Connectivity: Android 13",42297.83,Green,True,True,10-day return,"Adams, Mccarthy and Boyd",4.2,https://images.flipkart.com/products/P13989.jpg,"Eco-Friendly, Best Seller"
P13990,Levi's Trucker Jacket,Levi's,Fashion,Clothing,Levi's Trucker Jacket - About character off high next by off training subject.,"Storage: 128GB, Processor: iOS 17",8952.71,Red,True,True,7-day return,Gross-Foley,4.1,https://images.flipkart.com/products/P13990.jpg,"Wireless, Eco-Friendly, Best Seller"
P13991,Realme 11 Pro,Realme,Electronics,Smartphone,Realme 11 Pro - Painting art may deep across east.,"RAM: 8GB, OS: Snapdragon",17074.42,Gold,True,False,7-day return,Robinson Group,4.2,https://images.flipkart.com/products/P13991.jpg,"Eco-Friendly, Best Seller, 4K"
P13992,Realme C55,Realme,Electronics,Smartphone,Realme C55 - Subject system want career spring friend him current because majority.,"Camera: 6GB, Connectivity: Android 13",41219.49,Black,True,True,7-day return,Arroyo Group,4.6,https://images.flipkart.com/products/P13992.jpg,"HD, New Launch"
P13993,Xiaomi Mi 13,Xiaomi,Electronics,Smartphone,Xiaomi Mi 13 - Upon standard hospital former far arrive yourself about foot.,"RAM: 128GB, Connectivity: 5G",8958.48,Black,True,True,10-day return,Bird Ltd,4.8,https://images.flipkart.com/products/P13993.jpg,"Lightweight, Fast Charging, Wireless, Waterproof"
P13994,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Well until stay say when like personal.,"RAM: 6.5 inch, Processor: iOS 17",19242.94,Blue,False,False,10-day return,"Jones, Berry and Fuentes",4.5,https://images.flipkart.com/products/P13994.jpg,"Stylish, 4K, Waterproof, New Launch"
P13995,Vivo Y100,Vivo,Electronics,Smartphone,Vivo Y100 - Business seem page century soon for spring save.,"Display: 256GB, Connectivity: 5G",54253.38,Gray,True,True,30-day return,Rosales-Pearson,4.9,https://images.flipkart.com/products/P13995.jpg,"Best Seller, Eco-Friendly, 4K, New Launch"
P13996,OnePlus OnePlus 11,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11 - Much policy sometimes assume young gun.,"Display: 6.5 inch, OS: WiFi 6",59764.51,White,True,True,10-day return,Roberts PLC,3.8,https://images.flipkart.com/products/P13996.jpg,"Fast Charging, Trending, Stylish, Waterproof"
P13997,Uniqlo Heattech T-Shirt,Uniqlo,Fashion,Clothing,Uniqlo Heattech T-Shirt - Simply these eight wind issue remain tonight strong social down message.,"Camera: 256GB, Connectivity: WiFi 6",12147.61,Purple,False,True,10-day return,"Summers, Davis and Riddle",4.1,https://images.flipkart.com/products/P13997.jpg,"Durable, Lightweight, Best Seller"
P13998,Dell Latitude 7420,Dell,Electronics,Laptop,Dell Latitude 7420 - Whole several able bring term his task father standard.,"Camera: 48MP, Connectivity: MediaTek",153880.14,Gold,False,True,30-day return,Williams-Jenkins,4.5,https://images.flipkart.com/products/P13998.jpg,"Waterproof, Eco-Friendly, 4K"
P13999,Pigeon Stovekraft Mixer,Pigeon,Home,Kitchen,Pigeon Stovekraft Mixer - Lose up why particular.,"Battery: 128GB, Connectivity: iOS 17",11169.44,Gray,False,False,30-day return,Myers-Marsh,4.2,https://images.flipkart.com/products/P13999.jpg,"Durable, Best Seller, New Launch, Premium"
P14000,Apple iPhone 15,Apple,Electronics,Smartphone,Apple iPhone 15 - Morning have provide image along until site husband avoid technology.,"Battery: 128GB, Processor: WiFi 6",126870.42,Rose Gold,True,True,10-day return,Brooks Group,4.7,https://images.flipkart.com/products/P14000.jpg,"New Launch, HD"
P14001,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Number goal spring example first long play huge.,"Display: 256GB, OS: WiFi 6",2514.72,Blue,False,False,30-day return,Flowers PLC,4.7,https://images.flipkart.com/products/P14001.jpg,"Smart, Eco-Friendly, HD"
P14002,Pigeon Special Cooker,Pigeon,Home,Kitchen,Pigeon Special Cooker - Capital begin tree body lose standard traditional social.,"Display: 48MP, OS: Snapdragon",18648.22,Gray,True,True,30-day return,Johnson Inc,5.0,https://images.flipkart.com/products/P14002.jpg,"Fast Charging, Wireless"
P14003,"MI Q1 75""",MI,Electronics,TV,"MI Q1 75"" - Eat support difficult public environment worker where foreign listen can.","RAM: 5000mAh, OS: 5G",242475.81,Rose Gold,True,True,10-day return,Brown-Berg,5.0,https://images.flipkart.com/products/P14003.jpg,"Fast Charging, Lightweight, Durable, Waterproof"
P14004,Adidas Gazelle,Adidas,Fashion,Shoes,Adidas Gazelle - Million never follow huge nearly service town their.,"Battery: 6.5 inch, Processor: Snapdragon",7924.98,Rose Gold,True,False,7-day return,Santos LLC,4.2,https://images.flipkart.com/products/P14004.jpg,"Lightweight, Trending, Wireless, Durable"
P14005,L'Oreal Kajal Magique,L'Oreal,Beauty,Cosmetics,L'Oreal Kajal Magique - War describe miss compare theory.,"RAM: 256GB, Processor: MediaTek",17187.71,White,False,False,10-day return,Reyes PLC,4.7,https://images.flipkart.com/products/P14005.jpg,"Lightweight, Wireless, New Launch"
P14006,Godrej Wardrobe,Godrej,Home,Furniture,Godrej Wardrobe - Painting free experience reduce again message again.,"Battery: 6GB, Connectivity: 5G",24295.06,Green,False,False,7-day return,Avila-Hancock,3.7,https://images.flipkart.com/products/P14006.jpg,"Best Seller, New Launch, Fast Charging"
P14007,boAt Storm,boAt,Electronics,Headphones,boAt Storm - Camera who home official feel.,"Camera: 256GB, Processor: Android 13",10899.95,Gray,True,False,7-day return,Rogers PLC,4.1,https://images.flipkart.com/products/P14007.jpg,"Durable, Trending"
P14008,Zara Formal Shirt,Zara,Fashion,Clothing,Zara Formal Shirt - Affect team staff garden community.,"Storage: 128GB, Processor: 5G",9299.4,Blue,False,True,7-day return,Mccann Group,4.8,https://images.flipkart.com/products/P14008.jpg,"Fast Charging, Wireless"
P14009,Reebok Nano X2,Reebok,Fashion,Shoes,Reebok Nano X2 - Wrong while painting seek challenge.,"Battery: 256GB, Processor: Snapdragon",10315.3,Purple,True,False,7-day return,Obrien and Sons,4.2,https://images.flipkart.com/products/P14009.jpg,"4K, Best Seller"
P14010,Adidas Stan Smith,Adidas,Fashion,Shoes,Adidas Stan Smith - Course father situation police information off answer.,"Camera: 48MP, Connectivity: MediaTek",10888.14,Black,False,True,7-day return,Coleman-Wilson,3.7,https://images.flipkart.com/products/P14010.jpg,"HD, Wireless"
P14011,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Person politics ability lawyer appear hotel fund.,"Battery: 6GB, OS: Snapdragon",4931.88,Green,False,True,7-day return,Hamilton-Turner,4.2,https://images.flipkart.com/products/P14011.jpg,"Wireless, Eco-Friendly, Trending"
P14012,Sony WH-1000XM5,Sony,Electronics,Headphones,Sony WH-1000XM5 - Sit source responsibility industry instead.,"Display: 256GB, OS: Android 13",15701.59,White,True,True,10-day return,"Austin, Mckinney and Clark",4.9,https://images.flipkart.com/products/P14012.jpg,"Waterproof, Lightweight, Wireless"
P14013,H&M Skinny Jeans,H&M,Fashion,Clothing,H&M Skinny Jeans - Amount born break physical again.,"Camera: 6GB, OS: WiFi 6",6454.62,Red,True,True,30-day return,Richard Inc,3.8,https://images.flipkart.com/products/P14013.jpg,"Stylish, Trending, 4K, Premium"
