product_id,location,delivery_estimate,current_price,stock_status,offer_strength,rating,review_count
P13698,Hyderabad,5 days,34791.52,Low Stock,40% OFF,4.7,46524
P13699,Lucknow,1 days,14691.4,Out of Stock,No Offer,4.5,39553
P13700,Ahmedabad,1 days,8926.85,In Stock,40% OFF,4.5,47224
P13701,Kolkata,3 days,41406.97,In Stock,10% OFF,3.3,1933
P13702,Bangalore,2 days,28522.23,Low Stock,No Offer,4.1,16945
P13703,Ahmedabad,4 days,160703.49,In Stock,10% OFF,3.9,25581
P13704,Mumbai,4 days,9336.37,In Stock,15% OFF,4.9,25536
P13705,Bangalore,2 days,30390.12,In Stock,5% OFF,3.3,48424
P13706,Hyderabad,5 days,6972.59,Low Stock,5% OFF,4.9,40990
P13707,Lucknow,4 days,10221.27,In Stock,5% OFF,4.1,29389
P13708,Ahmedabad,6 days,26293.94,In Stock,30% OFF,3.2,4001
P13709,Hyderabad,2 days,10578.55,In Stock,15% OFF,4.5,277
P13710,Chennai,3 days,251052.61,Out of Stock,25% OFF,4.5,42465
P13711,Pune,2 days,6624.9,In Stock,20% OFF,3.8,7942
P13712,Hyderabad,4 days,10985.69,In Stock,5% OFF,3.9,4612
P13713,Bangalore,1 days,10924.55,Low Stock,No Offer,4.6,3005
P13714,Lucknow,6 days,162546.67,In Stock,No Offer,3.7,22953
P13715,Delhi,6 days,30333.68,In Stock,10% OFF,3.8,31703
P13716,Jaipur,7 days,4152.46,In Stock,15% OFF,4.6,17563
P13717,Kolkata,2 days,6060.37,In Stock,15% OFF,3.8,4997
P13718,Hyderabad,5 days,15773.64,In Stock,20% OFF,4.9,34426
P13719,Bangalore,7 days,51492.95,Low Stock,25% OFF,3.4,47371
P13720,Delhi,3 days,124275.95,Out of Stock,30% OFF,4.8,22751
P13721,Chennai,1 days,5977.55,In Stock,No Offer,4.0,21624
P13722,Jaipur,4 days,95254.4,Out of Stock,5% OFF,3.7,49266
P13723,Chennai,2 days,35610.54,In Stock,20% OFF,4.4,3357
P13724,Jaipur,1 days,15124.8,In Stock,20% OFF,4.5,33051
P13725,Bangalore,1 days,33235.99,In Stock,5% OFF,4.2,17549
P13726,Bangalore,2 days,440.61,In Stock,10% OFF,3.3,43867
P13727,Lucknow,6 days,3379.5,Low Stock,10% OFF,3.6,35259
P13728,Lucknow,3 days,214126.5,In Stock,5% OFF,3.6,29874
P13729,Pune,7 days,109502.36,In Stock,5% OFF,3.8,27688
P13730,Lucknow,7 days,2661.81,In Stock,30% OFF,4.9,27473
P13731,Mumbai,2 days,24631.73,In Stock,25% OFF,3.1,24357
P13732,Chennai,5 days,98763.09,In Stock,20% OFF,5.0,40833
P13733,Hyderabad,2 days,256324.08,In Stock,50% OFF,4.6,21934
P13734,Pune,5 days,11494.76,In Stock,No Offer,3.0,34440
P13735,Pune,5 days,19485.06,Out of Stock,15% OFF,3.6,34241
P13736,Bangalore,4 days,43535.06,Low Stock,10% OFF,4.5,23843
P13737,Bangalore,4 days,13084.53,Low Stock,15% OFF,4.7,8007
P13738,Hyderabad,1 days,6723.52,Out of Stock,10% OFF,3.2,9062
P13739,Lucknow,4 days,4185.85,In Stock,No Offer,4.5,13810
P13740,Bangalore,7 days,20439.87,In Stock,15% OFF,3.1,39909
P13741,Ahmedabad,1 days,131475.23,Low Stock,15% OFF,3.9,48982
P13742,Ahmedabad,1 days,4301.54,In Stock,10% OFF,3.0,13223
P13743,Hyderabad,5 days,9016.42,In Stock,30% OFF,3.0,20591
P13744,Bangalore,6 days,48028.22,In Stock,25% OFF,3.7,5028
P13745,Kolkata,6 days,12528.31,Out of Stock,No Offer,3.5,5409
P13746,Chennai,4 days,17921.26,Low Stock,20% OFF,4.4,48024
P13747,Ahmedabad,6 days,30217.49,In Stock,10% OFF,3.5,4944
P13748,Kolkata,2 days,73877.46,In Stock,5% OFF,3.7,30907
P13749,Chennai,3 days,8678.84,In Stock,20% OFF,4.0,24905
P13750,Jaipur,5 days,1703.5,In Stock,25% OFF,4.9,26396
P13751,Bangalore,6 days,68869.47,In Stock,25% OFF,3.0,31512
P13752,Kolkata,7 days,10830.62,Low Stock,5% OFF,3.7,47390
P13753,Jaipur,2 days,2668.11,Low Stock,15% OFF,4.0,1848
P13754,Chennai,7 days,18751.21,In Stock,5% OFF,5.0,40469
P13755,Hyderabad,1 days,17834.2,Low Stock,5% OFF,3.9,37914
P13756,Kolkata,5 days,11729.97,In Stock,10% OFF,3.0,32487
P13757,Pune,7 days,18430.52,In Stock,10% OFF,4.8,48610
P13758,Ahmedabad,4 days,31481.31,Low Stock,15% OFF,4.6,36710
P13759,Bangalore,5 days,47122.4,In Stock,10% OFF,3.7,45895
P13760,Ahmedabad,2 days,36075.09,In Stock,10% OFF,3.2,41532
P13761,Lucknow,2 days,10409.31,Out of Stock,20% OFF,3.5,2281
P13762,Mumbai,4 days,28455.26,In Stock,10% OFF,3.2,12187
P13763,Delhi,5 days,16632.83,In Stock,20% OFF,4.7,12819
P13764,Mumbai,1 days,7131.49,Low Stock,No Offer,3.8,25309
P13765,Hyderabad,6 days,68809.86,Low Stock,20% OFF,3.7,33862
P13766,Jaipur,1 days,68548.59,In Stock,20% OFF,4.5,1237
P13767,Hyderabad,2 days,13763.16,In Stock,30% OFF,3.3,49426
P13768,Kolkata,6 days,11233.86,In Stock,5% OFF,3.0,26508
P13769,Delhi,3 days,35365.89,In Stock,No Offer,4.9,34709
P13770,Chennai,2 days,7632.75,In Stock,20% OFF,3.2,9549
P13771,Ahmedabad,6 days,13535.41,In Stock,10% OFF,3.9,26197
P13772,Chennai,4 days,21689.2,In Stock,No Offer,3.4,38338
P13773,Chennai,3 days,30215.34,Out of Stock,25% OFF,3.0,21177
P13774,Hyderabad,2 days,2802.98,In Stock,25% OFF,3.9,23371
P13775,Kolkata,5 days,90969.04,In Stock,10% OFF,4.2,19569
P13776,Kolkata,7 days,123527.2,In Stock,30% OFF,4.3,47117
P13777,Ahmedabad,7 days,16890.19,Low Stock,5% OFF,3.6,20376
P13778,Pune,3 days,11331.25,In Stock,No Offer,4.1,12850
P13779,Delhi,1 days,11150.47,In Stock,No Offer,4.7,26607
P13780,Delhi,6 days,17723.83,Low Stock,5% OFF,3.5,46279
P13781,Pune,7 days,964.24,Out of Stock,20% OFF,3.7,21934
P13782,Chennai,1 days,2108.19,In Stock,5% OFF,3.2,7385
P13783,Hyderabad,5 days,12617.56,In Stock,10% OFF,3.9,18004
P13784,Bangalore,2 days,56259.48,Out of Stock,15% OFF,5.0,14184
P13785,Jaipur,4 days,593.18,In Stock,No Offer,4.9,36555
P13786,Kolkata,7 days,21883.13,Out of Stock,20% OFF,4.8,12938
P13787,Chennai,1 days,8557.91,Out of Stock,No Offer,3.5,377
P13788,Delhi,2 days,5986.26,In Stock,15% OFF,4.9,8548
P13789,Bangalore,1 days,1061.77,In Stock,No Offer,4.6,46223
P13790,Delhi,4 days,87872.38,Out of Stock,20% OFF,4.4,39452
P13791,Jaipur,3 days,13889.33,Out of Stock,10% OFF,4.8,17815
P13792,Jaipur,2 days,205477.46,Out of Stock,No Offer,4.7,36470
P13793,Bangalore,6 days,10590.55,In Stock,5% OFF,4.4,47075
P13794,Chennai,4 days,12189.33,In Stock,No Offer,3.1,12460
P13795,Pune,6 days,12652.6,In Stock,50% OFF,3.2,15952
P13796,Pune,7 days,9358.73,In Stock,25% OFF,4.4,2613
P13797,Lucknow,4 days,48851.95,Low Stock,No Offer,3.8,12720
P13798,Chennai,1 days,5683.57,In Stock,5% OFF,3.8,41418
P13799,Jaipur,6 days,10510.88,In Stock,10% OFF,3.2,44349
P13800,Jaipur,3 days,11575.74,In Stock,5% OFF,5.0,45635
P13801,Jaipur,3 days,23688.17,In Stock,40% OFF,4.7,3310
P13802,Mumbai,1 days,70009.38,In Stock,No Offer,3.8,20770
P13803,Ahmedabad,7 days,3822.46,Out of Stock,10% OFF,4.5,29589
P13804,Chennai,6 days,2395.39,In Stock,15% OFF,3.9,35791
P13805,Jaipur,1 days,161500.27,Out of Stock,20% OFF,4.8,26499
P13806,Chennai,2 days,20326.36,In Stock,30% OFF,4.1,15041
P13807,Delhi,6 days,6893.77,In Stock,15% OFF,3.4,1841
P13808,Mumbai,3 days,4578.57,In Stock,10% OFF,4.4,44619
P13809,Lucknow,2 days,9834.28,In Stock,5% OFF,3.4,9957
P13810,Kolkata,2 days,40456.91,In Stock,15% OFF,4.5,15708
P13811,Lucknow,7 days,147675.69,In Stock,20% OFF,3.3,13031
P13812,Bangalore,4 days,6657.36,Low Stock,No Offer,3.4,44068
P13813,Hyderabad,3 days,63169.51,In Stock,40% OFF,4.8,11943
P13814,Ahmedabad,1 days,108630.33,In Stock,No Offer,3.4,29675
P13815,Lucknow,4 days,47501.98,Low Stock,No Offer,4.8,29839
P13816,Jaipur,7 days,231674.63,In Stock,10% OFF,4.7,40414
P13817,Ahmedabad,7 days,3288.47,Out of Stock,10% OFF,3.1,37561
P13818,Kolkata,6 days,83238.56,In Stock,No Offer,3.6,48306
P13819,Delhi,4 days,21125.94,In Stock,5% OFF,3.0,33904
P13820,Jaipur,6 days,53101.65,Low Stock,No Offer,3.0,4946
P13821,Bangalore,5 days,20436.59,In Stock,20% OFF,4.1,30046
P13822,Jaipur,6 days,9349.32,Low Stock,10% OFF,4.0,37257
P13823,Ahmedabad,1 days,13682.73,In Stock,10% OFF,3.2,8860
P13824,Hyderabad,2 days,89516.44,In Stock,40% OFF,3.3,28101
P13825,Delhi,3 days,6878.03,In Stock,15% OFF,4.2,9488
P13826,Jaipur,3 days,10660.25,In Stock,10% OFF,4.6,25456
P13827,Pune,2 days,17823.68,In Stock,40% OFF,4.2,11235
P13828,Delhi,5 days,2107.57,In Stock,15% OFF,4.2,24136
P13829,Jaipur,5 days,3881.51,In Stock,15% OFF,4.6,43438
P13830,Hyderabad,1 days,69044.23,In Stock,20% OFF,4.8,49994
P13831,Jaipur,3 days,9570.69,In Stock,10% OFF,3.5,19932
P13832,Lucknow,2 days,8024.77,Out of Stock,No Offer,4.6,33691
P13833,Bangalore,7 days,8982.37,In Stock,5% OFF,4.7,36035
P13834,Delhi,3 days,30836.81,In Stock,5% OFF,4.8,18685
P13835,Mumbai,4 days,7815.92,Low Stock,20% OFF,4.3,22467
P13836,Jaipur,6 days,24896.69,In Stock,20% OFF,4.6,49552
P13837,Jaipur,4 days,8713.7,In Stock,30% OFF,3.3,6395
P13838,Kolkata,5 days,17940.05,In Stock,15% OFF,4.1,13419
P13839,Pune,7 days,30692.91,In Stock,No Offer,3.1,24567
P13840,Ahmedabad,7 days,897.73,Low Stock,15% OFF,4.0,245
P13841,Hyderabad,7 days,21555.31,In Stock,30% OFF,4.5,1876
P13842,Hyderabad,1 days,11123.12,In Stock,10% OFF,4.2,21904
P13843,Chennai,1 days,221674.68,In Stock,10% OFF,3.7,1782
P13844,Jaipur,4 days,39060.8,In Stock,5% OFF,4.2,25420
P13845,Chennai,5 days,31543.93,In Stock,No Offer,5.0,29945
P13846,Pune,5 days,58833.28,In Stock,10% OFF,4.1,16392
P13847,Pune,3 days,26736.89,In Stock,25% OFF,4.5,9332
P13848,Chennai,1 days,2842.61,In Stock,No Offer,3.9,20088
P13849,Hyderabad,1 days,3694.3,In Stock,No Offer,3.2,20985
P13850,Jaipur,7 days,2171.38,In Stock,No Offer,3.5,48083
P13851,Pune,4 days,10414.9,Low Stock,15% OFF,3.1,33030
P13852,Hyderabad,1 days,2392.25,In Stock,5% OFF,4.8,5380
P13853,Hyderabad,1 days,24686.89,In Stock,15% OFF,3.9,36579
P13854,Ahmedabad,1 days,651.91,In Stock,25% OFF,3.8,15810
P13855,Ahmedabad,1 days,93050.1,In Stock,15% OFF,3.9,47622
P13856,Bangalore,1 days,138351.04,In Stock,10% OFF,3.3,34181
P13857,Bangalore,1 days,87390.3,Low Stock,30% OFF,4.4,34898
P13858,Mumbai,6 days,107354.5,In Stock,25% OFF,4.8,17551
P13859,Jaipur,1 days,20788.14,In Stock,25% OFF,4.2,39041
P13860,Chennai,6 days,6826.14,Out of Stock,15% OFF,4.2,14690
P13861,Delhi,3 days,10356.53,Low Stock,15% OFF,3.8,21418
P13862,Delhi,1 days,777.77,In Stock,15% OFF,3.2,8414
P13863,Ahmedabad,6 days,7733.99,In Stock,10% OFF,4.9,18499
P13864,Pune,1 days,36698.15,Out of Stock,5% OFF,4.3,19708
P13865,Delhi,7 days,4489.4,In Stock,15% OFF,3.6,17193
P13866,Mumbai,4 days,140917.73,In Stock,25% OFF,4.7,20617
P13867,Jaipur,6 days,27676.4,In Stock,10% OFF,3.2,28561
P13868,Jaipur,2 days,40144.41,In Stock,10% OFF,4.4,49491
P13869,Ahmedabad,7 days,4867.32,In Stock,No Offer,4.2,4168
P13870,Lucknow,4 days,170171.92,In Stock,No Offer,3.9,22903
P13871,Jaipur,4 days,3606.15,In Stock,No Offer,4.6,16823
P13872,Mumbai,6 days,10168.76,In Stock,5% OFF,3.8,49356
P13873,Jaipur,4 days,41694.72,Out of Stock,15% OFF,4.9,24143
P13874,Chennai,6 days,2718.07,In Stock,15% OFF,4.8,47593
P13875,Kolkata,2 days,7712.33,In Stock,No Offer,4.7,42291
P13876,Kolkata,5 days,4986.32,Low Stock,25% OFF,3.8,18044
P13877,Pune,4 days,4413.66,In Stock,10% OFF,4.5,4027
P13878,Bangalore,1 days,3278.82,Low Stock,10% OFF,3.3,25997
P13879,Kolkata,7 days,17253.05,In Stock,50% OFF,3.8,1629
P13880,Lucknow,6 days,24551.06,Out of Stock,30% OFF,3.9,20809
P13881,Bangalore,4 days,33228.83,In Stock,30% OFF,4.4,7795
P13882,Mumbai,3 days,10088.25,Low Stock,20% OFF,3.6,46070
P13883,Ahmedabad,1 days,59150.94,In Stock,No Offer,4.6,28042
P13884,Chennai,1 days,17190.6,In Stock,15% OFF,3.5,25470
P13885,Lucknow,6 days,1799.36,In Stock,15% OFF,3.8,37094
P13886,Bangalore,3 days,1992.25,Out of Stock,5% OFF,3.6,4480
P13887,Bangalore,5 days,30654.23,Low Stock,5% OFF,3.8,39066
P13888,Chennai,5 days,169408.81,Low Stock,25% OFF,4.7,46819
P13889,Jaipur,4 days,10249.45,In Stock,20% OFF,3.7,47969
P13890,Jaipur,2 days,2878.06,In Stock,25% OFF,3.2,16852
P13891,Jaipur,1 days,18805.55,In Stock,10% OFF,4.3,18048
P13892,Bangalore,3 days,208562.11,Out of Stock,No Offer,4.2,1987
P13893,Lucknow,7 days,2145.79,In Stock,10% OFF,3.2,3763
P13894,Jaipur,3 days,13518.65,In Stock,50% OFF,4.1,4675
P13895,Mumbai,3 days,12350.56,Low Stock,30% OFF,4.4,14228
P13896,Ahmedabad,1 days,15146.5,In Stock,20% OFF,3.2,19975
P13897,Pune,4 days,76561.18,Out of Stock,10% OFF,4.2,48920
P13898,Delhi,2 days,7883.4,Out of Stock,10% OFF,3.9,25685
P13899,Ahmedabad,1 days,7737.74,In Stock,15% OFF,3.0,11004
P13900,Jaipur,6 days,23420.4,In Stock,10% OFF,3.1,38568
P13901,Jaipur,1 days,19810.56,Low Stock,15% OFF,3.3,29492
P13902,Chennai,3 days,81618.47,Low Stock,No Offer,3.7,48306
P13903,Mumbai,5 days,3428.09,In Stock,No Offer,3.3,2267
P13904,Kolkata,2 days,8979.41,Out of Stock,20% OFF,4.2,22971
P13905,Pune,7 days,5812.74,In Stock,30% OFF,4.6,11511
P13906,Hyderabad,6 days,4949.11,In Stock,5% OFF,4.3,37503
P13907,Pune,2 days,6348.46,Low Stock,No Offer,3.9,24310
P13908,Mumbai,4 days,7893.86,In Stock,No Offer,4.7,20339
P13909,Ahmedabad,7 days,21710.81,In Stock,25% OFF,4.3,4143
P13910,Delhi,4 days,9639.77,Low Stock,20% OFF,4.2,29509
P13911,Mumbai,2 days,9401.47,Out of Stock,No Offer,3.8,41250
P13912,Mumbai,5 days,13115.84,In Stock,No Offer,3.8,35169
P13913,Hyderabad,1 days,4920.24,In Stock,15% OFF,3.5,2574
P13914,Mumbai,2 days,77217.88,Out of Stock,15% OFF,3.7,5736
P13915,Mumbai,1 days,11758.02,Low Stock,15% OFF,4.3,39840
P13916,Bangalore,3 days,11477.78,In Stock,15% OFF,3.6,26099
P13917,Hyderabad,5 days,107477.04,In Stock,10% OFF,4.1,21471
P13918,Pune,5 days,119960.09,In Stock,30% OFF,3.6,29489
P13919,Hyderabad,5 days,9311.64,In Stock,10% OFF,3.7,25171
P13920,Lucknow,5 days,17905.28,In Stock,No Offer,3.7,45117
P13921,Lucknow,2 days,40423.55,Low Stock,15% OFF,4.5,15615
P13922,Jaipur,5 days,135644.35,In Stock,25% OFF,3.5,12186
P13923,Chennai,4 days,22097.79,In Stock,25% OFF,5.0,7770
P13924,Hyderabad,1 days,124020.46,In Stock,No Offer,4.5,42990
P13925,Pune,6 days,3729.52,In Stock,40% OFF,3.8,32040
P13926,Mumbai,5 days,16226.16,In Stock,5% OFF,3.2,4742
P13927,Bangalore,6 days,11233.18,In Stock,15% OFF,3.1,26101
P13928,Ahmedabad,4 days,2157.98,Low Stock,20% OFF,3.4,5616
P13929,Chennai,4 days,49288.13,In Stock,25% OFF,4.8,6454
P13930,Jaipur,5 days,6014.35,In Stock,5% OFF,3.6,16863
P13931,Lucknow,4 days,177226.89,In Stock,15% OFF,3.8,12989
P13932,Delhi,3 days,99913.88,In Stock,5% OFF,3.7,43839
P13933,Ahmedabad,7 days,110552.42,In Stock,30% OFF,4.0,40638
P13934,Pune,5 days,4647.31,In Stock,30% OFF,4.8,17333
P13935,Hyderabad,6 days,16031.13,In Stock,30% OFF,4.5,41252
P13936,Hyderabad,1 days,27065.46,In Stock,10% OFF,4.7,38989
P13937,Jaipur,4 days,18523.34,In Stock,No Offer,3.3,26972
P13938,Delhi,7 days,13211.02,In Stock,20% OFF,4.5,3015
P13939,Pune,4 days,62371.66,In Stock,No Offer,3.5,16731
P13940,Chennai,6 days,2007.95,In Stock,No Offer,3.8,49280
P13941,Lucknow,5 days,6960.21,In Stock,No Offer,3.2,33180
P13942,Hyderabad,3 days,1706.59,Low Stock,No Offer,4.3,8236
P13943,Ahmedabad,6 days,25834.63,In Stock,15% OFF,4.1,3052
P13944,Bangalore,6 days,11459.29,In Stock,10% OFF,3.5,19907
P13945,Bangalore,1 days,18542.06,In Stock,15% OFF,3.8,7317
P13946,Ahmedabad,6 days,29521.37,In Stock,No Offer,3.7,43967
P13947,Delhi,5 days,7181.63,In Stock,5% OFF,5.0,12311
P13948,Pune,7 days,36962.21,In Stock,5% OFF,4.9,37523
P13949,Ahmedabad,4 days,94969.89,In Stock,20% OFF,4.2,33579
P13950,Mumbai,1 days,6557.89,Low Stock,20% OFF,4.0,49031
P13951,Delhi,7 days,18661.0,In Stock,No Offer,4.6,21260
P13952,Ahmedabad,2 days,57466.68,In Stock,10% OFF,4.2,36898
P13953,Kolkata,6 days,13693.43,Low Stock,No Offer,4.1,39583
P13954,Jaipur,7 days,3039.6,In Stock,10% OFF,3.5,21051
P13955,Ahmedabad,6 days,77694.43,In Stock,5% OFF,4.4,31736
P13956,Hyderabad,3 days,135669.79,In Stock,No Offer,4.2,36657
P13957,Ahmedabad,4 days,11730.42,Out of Stock,15% OFF,3.7,35047
P13958,Ahmedabad,3 days,39883.56,In Stock,20% OFF,3.8,24539
P13959,Chennai,5 days,97542.99,In Stock,30% OFF,4.5,16070
P13960,Lucknow,2 days,44677.55,In Stock,30% OFF,4.2,2309
P13961,Pune,4 days,89584.29,Out of Stock,5% OFF,4.7,41797
P13962,Lucknow,2 days,10153.77,Out of Stock,10% OFF,4.4,23574
P13963,Chennai,3 days,123814.67,In Stock,No Offer,4.5,15682
P13964,Pune,5 days,6619.47,In Stock,20% OFF,4.4,46836
P13965,Mumbai,3 days,86495.92,Low Stock,10% OFF,4.2,43963
P13966,Chennai,2 days,70584.31,Low Stock,5% OFF,4.4,29068
P13967,Bangalore,4 days,102816.39,Low Stock,30% OFF,4.8,1385
P13968,Kolkata,1 days,57891.85,In Stock,5% OFF,4.2,21498
P13969,Kolkata,6 days,5731.09,In Stock,20% OFF,3.8,33601
P13970,Jaipur,2 days,45171.2,In Stock,25% OFF,4.0,446
P13971,Pune,1 days,9019.63,In Stock,5% OFF,4.0,15908
P13972,Jaipur,6 days,3705.53,Out of Stock,No Offer,4.3,39679
P13973,Lucknow,4 days,84733.18,In Stock,20% OFF,4.8,39217
P13974,Ahmedabad,7 days,110533.08,In Stock,25% OFF,3.3,8850
P13975,Mumbai,5 days,21783.58,In Stock,No Offer,4.7,48930
P13976,Ahmedabad,7 days,6975.97,Low Stock,40% OFF,4.7,15800
P13977,Lucknow,7 days,19054.28,Low Stock,20% OFF,3.3,26264
P13978,Chennai,4 days,9420.26,In Stock,20% OFF,4.8,17968
P13979,Kolkata,2 days,30366.21,In Stock,5% OFF,3.9,34202
P13980,Ahmedabad,7 days,259818.01,Low Stock,20% OFF,4.6,9462
P13981,Mumbai,2 days,30491.93,In Stock,10% OFF,3.3,28062
P13982,Kolkata,1 days,10210.41,Low Stock,10% OFF,3.9,24357
P13983,Mumbai,7 days,28800.52,Out of Stock,5% OFF,4.4,42080
P13984,Ahmedabad,7 days,9398.39,In Stock,15% OFF,4.0,42938
P13985,Bangalore,4 days,639.18,In Stock,30% OFF,3.5,46914
P13986,Ahmedabad,1 days,17794.99,Low Stock,No Offer,3.1,44665
P13987,Ahmedabad,5 days,34220.37,In Stock,40% OFF,4.4,38653
P13988,Ahmedabad,4 days,606.54,In Stock,40% OFF,3.4,26341
P13989,Ahmedabad,6 days,41300.93,Low Stock,5% OFF,4.2,36728
P13990,Chennai,3 days,7656.87,In Stock,20% OFF,4.7,21882
P13991,Hyderabad,7 days,16328.98,In Stock,10% OFF,3.3,3513
P13992,Ahmedabad,5 days,31619.52,In Stock,30% OFF,4.8,36304
P13993,Hyderabad,4 days,7428.61,In Stock,30% OFF,3.1,1238
P13994,Bangalore,2 days,18103.0,In Stock,25% OFF,3.5,5803
P13995,Jaipur,1 days,46316.99,In Stock,20% OFF,3.2,36713
P13996,Jaipur,6 days,42934.25,In Stock,No Offer,3.6,20381
P13997,Jaipur,6 days,10195.05,Low Stock,5% OFF,3.9,49830
P13998,Kolkata,3 days,123822.96,In Stock,15% OFF,3.8,14542
P13999,Hyderabad,3 days,10186.83,In Stock,15% OFF,4.3,44472
P14000,Jaipur,3 days,90479.86,In Stock,20% OFF,3.3,26112
P14001,Mumbai,4 days,2037.55,In Stock,40% OFF,3.5,26164
P14002,Mumbai,5 days,14231.05,Out of Stock,No Offer,3.5,20279
P14003,Lucknow,6 days,224516.38,In Stock,15% OFF,3.9,14652
P14004,Delhi,7 days,6855.84,In Stock,5% OFF,3.5,15319
P14005,Chennai,2 days,14473.87,In Stock,40% OFF,4.6,30642
P14006,Delhi,3 days,18253.63,In Stock,10% OFF,4.1,21251
P14007,Jaipur,3 days,9031.17,In Stock,5% OFF,3.8,21724
P14008,Kolkata,5 days,8439.31,Low Stock,25% OFF,4.1,25454
P14009,Mumbai,7 days,9900.08,In Stock,5% OFF,3.5,33603
P14010,Ahmedabad,4 days,10115.1,In Stock,15% OFF,4.8,5952
P14011,Pune,5 days,3988.55,In Stock,5% OFF,4.5,32520
P14012,Pune,2 days,11646.9,In Stock,No Offer,5.0,11885
P14013,Ahmedabad,6 days,6046.59,In Stock,No Offer,3.7,38031
P14014,Pune,7 days,4201.47,Low Stock,30% OFF,4.5,25780
P14015,Mumbai,1 days,5419.46,In Stock,20% OFF,4.7,31357
P14016,Ahmedabad,6 days,43372.0,In Stock,15% OFF,4.0,41518
P14017,Bangalore,3 days,11001.74,In Stock,20% OFF,4.6,13276
P14018,Ahmedabad,6 days,115261.0,Out of Stock,5% OFF,3.7,10608
P14019,Bangalore,1 days,4213.51,Low Stock,25% OFF,3.2,33316
P14020,Mumbai,6 days,86619.5,In Stock,20% OFF,3.6,19582
P14021,Mumbai,7 days,3130.77,In Stock,No Offer,4.9,42719
P14022,Kolkata,3 days,65254.74,In Stock,10% OFF,3.3,24140
P14023,Chennai,6 days,2535.57,In Stock,No Offer,4.1,12626
P14024,Pune,5 days,112180.19,In Stock,10% OFF,4.0,20431
P14025,Kolkata,5 days,76124.18,Out of Stock,No Offer,3.7,44177
P14026,Kolkata,5 days,2866.12,In Stock,10% OFF,3.1,26399
P14027,Hyderabad,2 days,11536.92,In Stock,20% OFF,3.4,46390
P14028,Delhi,6 days,21298.01,Low Stock,5% OFF,4.2,6182
P14029,Kolkata,5 days,3364.53,Out of Stock,15% OFF,3.5,25005
P14030,Jaipur,3 days,2985.64,Low Stock,15% OFF,4.5,29479
P14031,Hyderabad,1 days,11427.19,In Stock,10% OFF,4.8,23319
P14032,Delhi,3 days,16708.25,Low Stock,10% OFF,4.7,3588
P14033,Delhi,2 days,25072.9,In Stock,10% OFF,4.1,5210
P14034,Kolkata,3 days,48121.05,In Stock,No Offer,3.3,29358
P14035,Jaipur,3 days,8544.12,In Stock,20% OFF,3.9,26842
P14036,Bangalore,2 days,8735.28,In Stock,5% OFF,3.8,7101
P14037,Bangalore,2 days,137257.36,In Stock,20% OFF,4.6,17321
P14038,Lucknow,5 days,9131.13,In Stock,5% OFF,4.3,1105
P14039,Lucknow,6 days,7099.91,In Stock,5% OFF,4.0,12801
P14040,Delhi,6 days,3298.52,In Stock,No Offer,4.0,4439
P14041,Jaipur,4 days,14419.16,Low Stock,40% OFF,4.8,14205
P14042,Ahmedabad,5 days,136034.31,In Stock,40% OFF,3.9,35406
P14043,Chennai,3 days,135773.47,In Stock,30% OFF,3.5,31263
P14044,Hyderabad,6 days,1352.56,Low Stock,10% OFF,4.8,42584
P14045,Chennai,7 days,42974.3,Low Stock,10% OFF,3.8,129
P14046,Pune,1 days,36517.25,In Stock,No Offer,4.0,34358
P14047,Pune,6 days,4212.2,In Stock,5% OFF,3.8,19149
P14048,Chennai,7 days,3143.93,In Stock,20% OFF,3.5,38906
P14049,Ahmedabad,1 days,10601.43,In Stock,No Offer,4.6,43144
P14050,Hyderabad,4 days,74862.7,In Stock,5% OFF,3.5,3153
P14051,Lucknow,6 days,4178.76,Low Stock,No Offer,4.5,28445
P14052,Chennai,2 days,130768.15,Out of Stock,10% OFF,4.9,24768
P14053,Delhi,2 days,40483.69,In Stock,30% OFF,3.0,36919
P14054,Bangalore,5 days,9513.01,In Stock,No Offer,3.0,43341
P14055,Jaipur,1 days,21884.1,In Stock,15% OFF,4.6,33367
P14056,Pune,2 days,5325.0,In Stock,No Offer,4.5,24713
P14057,Pune,1 days,9566.58,In Stock,10% OFF,4.3,11687
P14058,Hyderabad,3 days,9068.31,Out of Stock,5% OFF,4.1,30950
P14059,Ahmedabad,5 days,72321.25,In Stock,50% OFF,4.4,33273
P14060,Lucknow,2 days,142197.08,Low Stock,20% OFF,4.6,34952
P14061,Bangalore,2 days,111033.63,In Stock,25% OFF,4.1,22386
P14062,Lucknow,6 days,26065.02,In Stock,10% OFF,3.9,20580
P14063,Mumbai,5 days,107943.15,Out of Stock,25% OFF,3.4,44289
P14064,Ahmedabad,7 days,10698.02,Out of Stock,10% OFF,4.5,17108
P14065,Bangalore,7 days,38702.54,In Stock,20% OFF,4.3,16504
P14066,Pune,6 days,24702.03,In Stock,10% OFF,5.0,22675
P14067,Delhi,5 days,33790.59,Out of Stock,15% OFF,5.0,36619
P14068,Lucknow,6 days,2857.75,In Stock,10% OFF,4.5,10199
P14069,Mumbai,1 days,12122.38,In Stock,40% OFF,4.7,16669
P14070,Hyderabad,2 days,8912.59,In Stock,No Offer,4.1,34995
P14071,Kolkata,1 days,6134.16,In Stock,50% OFF,4.0,1650
P14072,Lucknow,4 days,21441.3,Out of Stock,30% OFF,4.0,13194
