session_id,timestamp,query,clicked_product_id,purchased,location,event
S107819,2025-07-16 04:58:06,asus vivobook,P14860,True,Delhi,search
S107820,2025-07-26 02:45:06,black jeans,P13219,False,Mumbai,click
S107820,2025-07-26 02:50:06,samsung galaxy a54,,False,Ahmedabad,click
S107820,2025-07-26 02:40:06,ssd laptop,P13266,False,Chennai,add_to_cart
S107820,2025-07-26 02:43:06,tvx under 50000,,True,Chennai,click
S107821,2025-07-04 02:31:06,smartphone,P11128,False,Delhi,click
S107821,2025-07-04 02:46:06,tvx between 10000 and 20000,,False,Lucknow,wishlist
S107821,2025-07-04 02:31:06,headphones below 5000,P12532,False,Lucknow,add_to_cart
S107821,2025-07-04 02:36:06,55 inch tv,P13801,False,Mumbai,search
S107821,2025-07-04 02:43:06,blutooth headphones,P10810,False,Chennai,add_to_cart
S107822,2025-07-23 20:46:06,gamng headphones,,False,Delhi,click
S107822,2025-07-23 20:46:06,soy wh-1000xm5,P12131,False,Bangalore,click
S107822,2025-07-23 20:27:06,watch undr 30000,P13052,False,Ahmedabad,search
S107822,2025-07-23 20:33:06,leather strap watch,,False,Mumbai,search
S107823,2025-07-11 15:46:06,realmi,P11867,False,Kolkata,search
S107823,2025-07-11 16:02:06,smartphone,,False,Hyderabad,click
S107823,2025-07-11 16:06:06,oneplus buds,P12543,False,Hyderabad,add_to_cart
S107823,2025-07-11 15:47:06,formal shirt,P10266,False,Kolkata,search
S107824,2025-07-24 10:14:06,apple watch,P11101,False,Lucknow,search
S107824,2025-07-24 10:06:06,wach,P14515,False,Lucknow,click
S107824,2025-07-24 10:05:06,blue jeans,P14239,False,Jaipur,view_details
S107824,2025-07-24 10:03:06,garmin foreruner,P11380,False,Ahmedabad,click
S107824,2025-07-24 10:00:06,laptop undr 20000,,False,Kolkata,add_to_cart
S107825,2025-07-20 12:49:06,realme wtch,P10476,False,Ahmedabad,wishlist
S107825,2025-07-20 12:52:06,televisn,P13867,False,Bangalore,click
S107825,2025-07-20 12:45:06,ssd laptop,P14212,False,Pune,view_details
S107825,2025-07-20 13:02:06,headphones under 5000,,False,Hyderabad,search
S107825,2025-07-20 12:38:06,opo,P11515,False,Lucknow,wishlist
S107825,2025-07-20 12:50:06,shoes undr 20000,P11440,True,Kolkata,search
S107826,2025-07-24 12:27:06,soy wh-1000xm5,P12240,False,Hyderabad,click
S107826,2025-07-24 12:07:06,puma rs-x,P14802,False,Lucknow,search
S107826,2025-07-24 12:21:06,oneplus buds,,False,Delhi,add_to_cart
S107826,2025-07-24 12:26:06,mobile under 5000,P12772,False,Chennai,click
S107826,2025-07-24 11:59:06,mobil phone,P12035,False,Hyderabad,click
S107827,2025-07-20 09:23:06,ass vivobok,P10128,False,Chennai,search
S107828,2025-07-16 01:53:06,laptop,P10698,False,Mumbai,add_to_cart
S107828,2025-07-16 01:47:06,bluetooth headphones,,True,Bangalore,wishlist
S107829,2025-07-19 23:53:06,h p,P14480,True,Lucknow,search
S107830,2025-07-17 06:51:06,fast chargng mobile,P11413,False,Bangalore,add_to_cart
S107830,2025-07-17 06:53:06,nike air max,P14686,False,Lucknow,search
S107830,2025-07-17 06:47:06,65 inch tv,,True,Hyderabad,click
S107831,2025-07-16 01:38:06,hdphons under 15000,P10860,False,Jaipur,click
S107831,2025-07-16 02:04:06,acer aspire,P10170,True,Kolkata,view_details
S107832,2025-07-08 08:19:06,laptop under 15000,P12423,False,Delhi,add_to_cart
S107832,2025-07-08 08:07:06,55 inch tv,,False,Hyderabad,add_to_cart
S107832,2025-07-08 08:18:06,shoes undr 50000,P12584,True,Chennai,view_details
S107833,2025-06-30 08:10:06,realme wacth,P13607,False,Delhi,add_to_cart
S107833,2025-06-30 08:05:06,camera,,False,Mumbai,search
S107833,2025-06-30 08:10:06,tvx under 50000,,False,Chennai,search
S107833,2025-06-30 08:12:06,straight fit jeans,,False,Delhi,click
S107833,2025-06-30 07:58:06,sneakers,P12855,True,Mumbai,add_to_cart
S107834,2025-07-20 13:51:06,running shoes,P13825,False,Mumbai,search
S107835,2025-07-27 13:18:06,ssd laptop,P13340,False,Kolkata,purchase
S107835,2025-07-27 13:44:06,macbook air,P10233,False,Mumbai,view_details
S107835,2025-07-27 13:31:06,touchscreen laptop,P12477,False,Bangalore,search
S107836,2025-07-13 00:33:06,garmin foreruner,P12895,False,Mumbai,click
S107836,2025-07-13 00:39:06,prestige,P12521,False,Bangalore,wishlist
S107836,2025-07-13 00:54:06,asuss,P14932,False,Lucknow,wishlist
S107837,2025-07-26 00:26:06,mobile between 10000 and 20000,P10246,False,Ahmedabad,search
S107837,2025-07-26 00:03:06,white shoes,P11003,True,Delhi,click
S107838,2025-07-06 02:42:06,lenvo,,False,Jaipur,search
S107838,2025-07-06 02:27:06,mobile undr 15000,P13559,False,Ahmedabad,add_to_cart
S107838,2025-07-06 02:16:06,nkie,,False,Lucknow,search
S107838,2025-07-06 02:35:06,realme 11 pro,P13742,False,Kolkata,add_to_cart
S107838,2025-07-06 02:23:06,fitibt charge,,True,Bangalore,click
S107839,2025-07-11 11:16:06,samsung galaxy a54,,True,Ahmedabad,add_to_cart
S107840,2025-07-13 17:24:06,realme watch,,False,Hyderabad,click
S107840,2025-07-13 17:21:06,snkrs below 5000,P11790,False,Ahmedabad,add_to_cart
S107841,2025-07-13 02:56:06,mobil between 10000 and 20000,P10634,False,Chennai,click
S107841,2025-07-13 03:00:06,sony,P13739,False,Kolkata,view_details
S107842,2025-07-08 13:49:06,oneplus nord,P11616,False,Jaipur,click
S107842,2025-07-08 13:41:06,phone above 10000,P13795,False,Mumbai,click
S107842,2025-07-08 13:59:06,watch undr 10000,P10848,False,Kolkata,click
S107842,2025-07-08 14:00:06,mobile belo 5000,P12229,False,Bangalore,click
S107842,2025-07-08 13:39:06,watch undr 10000,P10370,False,Kolkata,add_to_cart
S107843,2025-07-05 20:01:06,blue jeans,P12344,False,Delhi,search
S107843,2025-07-05 20:00:06,earbuds below 10000,P12537,True,Ahmedabad,search
S107844,2025-07-13 03:36:06,snkrs below 5000,P11588,False,Lucknow,click
S107844,2025-07-13 03:41:06,watch undr 30000,P10311,False,Jaipur,compare
S107844,2025-07-13 03:39:06,straight fit jeans,P10062,True,Kolkata,click
S107845,2025-06-29 09:13:06,laptop undr 20000,P11752,False,Chennai,compare
S107845,2025-06-29 09:09:06,vvo,P13844,False,Delhi,view_details
S107845,2025-06-29 09:13:06,realme wtch,,False,Lucknow,view_details
S107845,2025-06-29 08:59:06,sneakers belo 5000,,True,Hyderabad,view_details
S107846,2025-07-27 23:38:06,oppo,P12162,False,Kolkata,view_details
S107846,2025-07-27 23:10:06,sony wh-1000xm5,P13821,False,Pune,purchase
S107846,2025-07-27 23:28:06,waterproof phone,P12169,True,Delhi,search
S107847,2025-07-16 10:14:06,nke air max,P11419,False,Jaipur,view_details
S107847,2025-07-16 10:18:06,dell xps 13,,False,Lucknow,search
S107847,2025-07-16 10:17:06,keybord,,False,Mumbai,add_to_cart
S107847,2025-07-16 10:06:06,rbuds under 10000,,False,Lucknow,search
S107848,2025-06-29 13:25:06,shrt,,False,Hyderabad,click
S107848,2025-06-29 13:43:06,formal shirt,P13926,False,Delhi,search
S107849,2025-07-16 16:52:06,jens,P11352,False,Ahmedabad,compare
S107849,2025-07-16 16:38:06,computr between 10000 and 20000,,False,Jaipur,add_to_cart
S107849,2025-07-16 16:54:06,realme 11 pro,P13669,False,Pune,compare
S107849,2025-07-16 16:33:06,snkrs below 20000,P11540,True,Chennai,add_to_cart
S107850,2025-07-02 12:56:06,addidas,,True,Bangalore,purchase
S107851,2025-07-19 23:18:06,shoes under 20000,P10895,False,Lucknow,click
S107851,2025-07-19 23:23:06,shoes above 10000,P11304,True,Pune,search
S107852,2025-07-06 02:00:06,formal shirt,P13977,False,Mumbai,click
S107852,2025-07-06 01:56:06,mobil between 10000 and 20000,,False,Delhi,click
S107852,2025-07-06 02:01:06,digital watch,,False,Lucknow,purchase
S107852,2025-07-06 02:20:06,soney,P12914,False,Kolkata,search
S107853,2025-07-22 23:25:06,asus vivobook,P12948,True,Pune,view_details
S107854,2025-07-11 07:11:06,samsung glaaxy bus,P13010,False,Pune,click
S107854,2025-07-11 07:08:06,soy wh-1000xm5,P12599,False,Lucknow,view_details
S107854,2025-07-11 06:55:06,phone above 10000,,True,Hyderabad,search
S107855,2025-07-10 22:52:06,acer aspire,P11152,False,Delhi,view_details
S107855,2025-07-10 22:48:06,soy wh-1000xm5,P10211,False,Kolkata,search
S107856,2025-07-04 04:11:06,watch under 10000,P11527,False,Hyderabad,click
S107856,2025-07-04 04:07:06,mobile between 10000 and 20000,P11549,False,Chennai,add_to_cart
S107856,2025-07-04 04:15:06,dell xps 13,P13999,False,Chennai,click
S107856,2025-07-04 04:14:06,samsug galaxy a54,P14194,False,Jaipur,search
S107857,2025-07-18 05:18:06,headphones under 15000,P13675,False,Mumbai,view_details
S107857,2025-07-18 05:17:06,oled tv,,False,Hyderabad,purchase
S107857,2025-07-18 05:31:06,gaming headphones,,False,Ahmedabad,view_details
S107857,2025-07-18 05:23:06,earbuds below 10000,P13941,True,Lucknow,search
S107858,2025-07-20 12:29:06,blue jeans,,False,Hyderabad,search
S107858,2025-07-20 12:25:06,samsung galaxy s24,P10070,False,Bangalore,search
S107858,2025-07-20 12:00:06,samsung galaxy s24,P10848,False,Mumbai,view_details
S107858,2025-07-20 12:18:06,walet,,True,Delhi,view_details
S107859,2025-07-25 15:30:06,sneakers belo 5000,P13438,False,Delhi,click
S107859,2025-07-25 15:09:06,polo shirt,,False,Mumbai,view_details
S107859,2025-07-25 15:27:06,speakr,,False,Pune,add_to_cart
S107859,2025-07-25 15:16:06,headphones undr 20000,P14787,False,Ahmedabad,add_to_cart
S107859,2025-07-25 15:33:06,gamng headphones,P14657,True,Hyderabad,purchase
S107860,2025-06-27 13:03:06,acer aspire,,False,Bangalore,view_details
S107860,2025-06-27 13:04:06,sneakers under 20000,P13360,False,Bangalore,view_details
S107860,2025-06-27 13:15:06,headphones under 5000,,False,Ahmedabad,click
S107860,2025-06-27 13:12:06,charger,P10886,False,Pune,view_details
S107860,2025-06-27 13:16:06,acer aspire,P13009,False,Chennai,add_to_cart
S107861,2025-07-21 11:07:06,oneplus 11,,True,Hyderabad,search
S107862,2025-06-29 00:17:06,sneakrs,P12609,False,Bangalore,add_to_cart
S107862,2025-06-29 00:03:06,lenovo thinkpad,P13603,True,Delhi,click
S107863,2025-07-05 12:52:06,lptop under 10000,P11889,False,Hyderabad,search
S107863,2025-07-05 12:40:06,shoes under 20000,P14484,False,Bangalore,click
S107863,2025-07-05 13:01:06,white shoes,,False,Hyderabad,compare
S107864,2025-07-18 16:29:06,boat,,True,Kolkata,view_details
S107865,2025-07-08 08:22:06,gamng mouse,,False,Delhi,search
S107865,2025-07-08 08:03:06,nke air max,P12961,False,Kolkata,add_to_cart
S107865,2025-07-08 08:17:06,gamng headphones,P12581,False,Mumbai,view_details
S107865,2025-07-08 08:18:06,soy wh-1000xm5,P14528,False,Chennai,click
S107866,2025-07-17 10:41:06,oneplus 11,P12660,False,Delhi,view_details
S107866,2025-07-17 11:00:06,ikea,P11348,False,Ahmedabad,add_to_cart
S107866,2025-07-17 10:41:06,watch below 5000,P11801,False,Mumbai,compare
S107866,2025-07-17 11:00:06,noise cancelling headphones,P14008,False,Mumbai,search
S107866,2025-07-17 10:55:06,sony bravia,P11529,False,Pune,search
S107866,2025-07-17 10:45:06,oneplus buds,P11251,False,Mumbai,click
S107866,2025-07-17 10:33:06,prestige,P10293,False,Jaipur,search
S107867,2025-07-20 15:01:06,laptop undr 20000,P10463,False,Hyderabad,search
S107867,2025-07-20 15:02:06,gaming headphones,,False,Pune,compare
S107867,2025-07-20 14:51:06,mobil under 5000,,False,Ahmedabad,purchase
S107867,2025-07-20 15:21:06,levis,P11031,False,Hyderabad,search
S107867,2025-07-20 15:14:06,boat aidopes,P12710,False,Lucknow,click
S107867,2025-07-20 15:16:06,watch undr 10000,P13849,False,Delhi,click
S107867,2025-07-20 14:59:06,mobile phone,P11017,False,Jaipur,add_to_cart
S107868,2025-07-22 11:59:06,samsung glaaxy bus,P14452,False,Ahmedabad,search
S107868,2025-07-22 12:08:06,straight fit jeans,P14157,True,Delhi,search
S107869,2025-07-28 04:18:06,realme 11 pro,,False,Lucknow,compare
S107869,2025-07-28 04:03:06,gaming headphones,P12961,False,Delhi,click
S107869,2025-07-28 04:13:06,earbuds under 50000,P14801,False,Jaipur,view_details
S107869,2025-07-28 04:23:06,sony wh-1000xm5,P14248,False,Pune,search
S107869,2025-07-28 04:12:06,oneplus,P14318,False,Chennai,view_details
S107869,2025-07-28 04:01:06,asus,P12431,False,Bangalore,search
S107869,2025-07-28 04:05:06,65 inch tv,P12659,True,Hyderabad,view_details
S107870,2025-07-01 00:44:06,nke air max,P12912,True,Delhi,add_to_cart
S107871,2025-07-14 22:29:06,jeans,P12612,False,Pune,purchase
S107871,2025-07-14 22:41:06,h p,,True,Kolkata,search
S107872,2025-07-10 14:51:06,laptop under 5000,P12841,False,Delhi,purchase
S107872,2025-07-10 14:59:06,tvx under 50000,,False,Mumbai,add_to_cart
S107872,2025-07-10 14:42:06,sony wh-100xm5,P14981,False,Hyderabad,purchase
S107872,2025-07-10 14:40:06,sports shoes,P12052,False,Hyderabad,view_details
S107872,2025-07-10 14:58:06,wirels chargng phone,P12494,True,Lucknow,view_details
S107873,2025-07-15 11:13:06,formal shirt,P13926,False,Jaipur,search
S107873,2025-07-15 11:27:06,hdphons under 10000,P14089,False,Pune,view_details
S107873,2025-07-15 11:35:06,phone undr 15000,,False,Pune,add_to_cart
S107873,2025-07-15 11:36:06,earbuds under 30000,P14263,True,Kolkata,compare
S107874,2025-07-25 21:55:06,mobile belo 5000,P14757,False,Hyderabad,view_details
S107874,2025-07-25 21:54:06,airpods pro,P11170,False,Jaipur,purchase
S107874,2025-07-25 22:03:06,ssd laptop,P11242,False,Lucknow,search
S107874,2025-07-25 22:04:06,samsung galaxy a54,P11082,False,Mumbai,wishlist
S107874,2025-07-25 21:48:06,jeans,P14154,False,Chennai,click
S107874,2025-07-25 22:14:06,lg oled tv,,False,Mumbai,search
S107874,2025-07-25 21:54:06,lg,,False,Lucknow,view_details
S107875,2025-07-15 13:33:06,levis,P12816,False,Lucknow,search
S107875,2025-07-15 13:09:06,formal shirt,P12427,False,Mumbai,view_details
S107875,2025-07-15 13:21:06,headphones undr 20000,,False,Pune,click
S107875,2025-07-15 13:37:06,metal strap watch,,True,Ahmedabad,wishlist
S107876,2025-07-11 04:53:06,running shoes,P13980,False,Chennai,search
S107876,2025-07-11 05:01:06,asus vivobook,P11101,False,Lucknow,click
S107876,2025-07-11 05:18:06,lenvo,,True,Bangalore,add_to_cart
S107877,2025-07-01 12:57:06,charger,P10338,False,Mumbai,add_to_cart
S107877,2025-07-01 13:20:06,macbook air,P13860,False,Kolkata,view_details
S107877,2025-07-01 13:08:06,television,P14089,False,Kolkata,search
S107877,2025-07-01 13:11:06,reebok,P11177,False,Pune,click
S107877,2025-07-01 13:08:06,xiaomi redmi note 13,P10993,True,Hyderabad,search
S107878,2025-07-04 07:42:06,snkrs below 20000,P14685,False,Delhi,add_to_cart
S107878,2025-07-04 07:25:06,gaming headphones,P14482,False,Lucknow,compare
S107878,2025-07-04 07:27:06,notbook,P12602,False,Bangalore,view_details
S107878,2025-07-04 07:27:06,ssd laptop,P14019,False,Lucknow,search
S107879,2025-07-27 22:39:06,oneplus,P10665,False,Kolkata,click
S107879,2025-07-27 22:29:06,mobil between 10000 and 20000,P10764,False,Jaipur,click
S107879,2025-07-27 22:53:06,gamng headphones,P11180,False,Bangalore,search
S107879,2025-07-27 22:28:06,headphones,P11286,False,Kolkata,view_details
S107879,2025-07-27 22:51:06,fitbit charge,,False,Pune,search
S107879,2025-07-27 22:44:06,watch abov 20000,P12609,False,Jaipur,add_to_cart
S107879,2025-07-27 22:36:06,vivo,P13463,False,Jaipur,add_to_cart
S107879,2025-07-27 22:54:06,ssd laptop,P10483,False,Jaipur,view_details
S107879,2025-07-27 22:32:06,mobil under 5000,,False,Kolkata,click
S107880,2025-07-03 10:42:06,ssd laptop,P10312,False,Delhi,click
S107880,2025-07-03 10:39:06,sony wh-1000xm5,,False,Hyderabad,wishlist
S107880,2025-07-03 10:41:06,sneakers below 10000,,False,Ahmedabad,add_to_cart
S107881,2025-07-14 01:23:06,wireless charging phone,,False,Ahmedabad,wishlist
S107881,2025-07-14 01:06:06,apple watch,P13255,False,Hyderabad,search
S107881,2025-07-14 01:20:06,tv belo 5000,P10518,False,Chennai,search
S107882,2025-06-27 23:44:06,samsug galaxy a54,,False,Kolkata,add_to_cart
S107882,2025-06-27 23:40:06,digital watch,P12110,False,Jaipur,click
S107883,2025-07-05 08:22:06,tvx under 10000,,False,Bangalore,search
S107883,2025-07-05 08:26:06,sneakers above 20000,P10686,True,Hyderabad,view_details
S107884,2025-07-09 19:48:06,headphones undr 20000,,False,Delhi,search
S107884,2025-07-09 19:40:06,puma rs-x,P12619,False,Bangalore,search
S107884,2025-07-09 19:38:06,zara,,False,Lucknow,click
S107884,2025-07-09 19:52:06,casual shoes,P10148,False,Jaipur,click
S107884,2025-07-09 19:54:06,mechanical keyboard,,False,Bangalore,search
S107884,2025-07-09 19:41:06,pma,P12485,False,Lucknow,click
S107885,2025-07-26 22:18:06,sports shoes,P13092,False,Bangalore,click
S107885,2025-07-26 22:32:06,oneplus buds,P12361,False,Kolkata,search
S107885,2025-07-26 22:31:06,metal strap watch,,True,Ahmedabad,search
S107886,2025-07-07 07:33:06,shoes above 10000,P13865,False,Bangalore,purchase
S107887,2025-07-14 14:22:06,prestig,P11627,False,Kolkata,view_details
S107887,2025-07-14 13:54:06,samsung galaxy s24,,False,Hyderabad,click
S107887,2025-07-14 13:53:06,jeans,P13471,False,Hyderabad,purchase
S107887,2025-07-14 14:18:06,shoes,P10080,False,Ahmedabad,click
S107887,2025-07-14 14:03:06,mobil phone,P14786,False,Jaipur,add_to_cart
S107888,2025-07-26 05:08:06,mi tv,P14299,False,Delhi,click
S107888,2025-07-26 05:12:06,bot,P12325,False,Delhi,purchase
S107888,2025-07-26 05:07:06,sneakers between 10000 and 20000,P11474,False,Pune,search
S107888,2025-07-26 04:56:06,black jeans,,False,Mumbai,add_to_cart
S107889,2025-07-16 22:03:06,phone above 10000,P13648,False,Kolkata,view_details
S107889,2025-07-16 22:14:06,samsung galay a54,P11554,False,Lucknow,search
S107889,2025-07-16 22:30:06,lenovo ideapad,,False,Kolkata,search
S107889,2025-07-16 22:19:06,sony wh-1000xm5,,False,Pune,search
S107889,2025-07-16 22:26:06,mi tv,,False,Delhi,search
S107890,2025-07-09 17:20:06,speaker,P12250,False,Delhi,search
S107890,2025-07-09 17:10:06,speakr,P10024,False,Pune,search
S107891,2025-07-02 03:12:06,wach,,False,Hyderabad,search
S107891,2025-07-02 03:36:06,apple watch,P13389,False,Chennai,add_to_cart
S107892,2025-07-18 14:10:06,leather strap watch,P11364,False,Lucknow,compare
S107892,2025-07-18 14:17:06,xiaomi redmi note 13,P14401,True,Delhi,add_to_cart
S107893,2025-06-28 19:25:06,tv under 30000,,False,Kolkata,wishlist
S107893,2025-06-28 19:03:06,hdphons under 15000,P14113,False,Pune,wishlist
S107893,2025-06-28 19:12:06,xiomi,P13394,False,Jaipur,view_details
S107894,2025-07-17 04:21:06,jbl tune,P10380,False,Ahmedabad,click
S107894,2025-07-17 04:06:06,camra,,True,Ahmedabad,search
S107895,2025-07-21 06:52:06,metal strap watch,P13437,False,Bangalore,click
S107895,2025-07-21 07:03:06,tv under 30000,P14724,True,Ahmedabad,add_to_cart
S107896,2025-07-27 02:30:06,gamng headphones,P12463,False,Pune,search
S107896,2025-07-27 02:41:06,sneakers under 20000,,False,Chennai,search
S107896,2025-07-27 02:57:06,leather strap watch,P13502,False,Ahmedabad,wishlist
S107897,2025-06-28 02:40:06,mobil phone,P13807,False,Jaipur,search
S107897,2025-06-28 02:37:06,gaming mouse,P13506,False,Delhi,purchase
S107897,2025-06-28 02:31:06,samsung galaxy a54,P13833,False,Ahmedabad,search
S107897,2025-06-28 02:48:06,leather strap watch,P10156,False,Jaipur,click
S107897,2025-06-28 02:31:06,rbuds under 5000,,False,Bangalore,click
S107898,2025-07-11 04:44:06,zara,,False,Kolkata,search
S107898,2025-07-11 04:42:06,garmin foreruner,P11862,False,Lucknow,click
S107898,2025-07-11 04:46:06,earbuds,P13676,False,Chennai,compare
S107898,2025-07-11 04:29:06,blue jeans,P13517,False,Mumbai,add_to_cart
S107898,2025-07-11 04:24:06,metal strap watch,P10986,False,Hyderabad,search
S107898,2025-07-11 04:24:06,adidas ultraboost,,False,Ahmedabad,search
S107899,2025-07-27 04:53:06,headphons,P10977,False,Jaipur,compare
S107899,2025-07-27 04:48:06,headphones under 15000,,False,Lucknow,click
S107899,2025-07-27 04:58:06,watch between 10000 and 20000,P13674,False,Jaipur,view_details
S107899,2025-07-27 04:38:06,phone above 10000,P14101,False,Lucknow,add_to_cart
S107899,2025-07-27 04:32:06,mobil under 20000,P10334,False,Lucknow,click
S107899,2025-07-27 04:50:06,full sleeve shirt,P11401,False,Lucknow,search
S107899,2025-07-27 04:28:06,headphones below 5000,P13953,True,Bangalore,click
S107900,2025-06-29 01:27:06,xiaomi redmi note 13,P11021,False,Delhi,click
S107900,2025-06-29 01:22:06,iphone 14,P12675,False,Pune,add_to_cart
S107901,2025-07-22 03:07:06,55 inch tv,P14411,False,Ahmedabad,search
S107901,2025-07-22 03:17:06,rebbok,,False,Kolkata,click
S107901,2025-07-22 03:19:06,gaming mouse,P14356,False,Bangalore,click
S107901,2025-07-22 03:26:06,lptop above 10000,,False,Bangalore,click
S107901,2025-07-22 02:59:06,leather strap watch,,True,Hyderabad,click
S107902,2025-07-04 19:36:06,iphone 15,P14905,True,Bangalore,add_to_cart
S107903,2025-07-12 23:06:06,oneplus nord,P12313,False,Lucknow,search
S107903,2025-07-12 22:55:06,oled tv,,False,Pune,add_to_cart
S107903,2025-07-12 23:02:06,gaming mouse,P12130,False,Ahmedabad,click
S107903,2025-07-12 23:03:06,oneplus 11,P13812,False,Chennai,click
S107903,2025-07-12 23:22:06,headphones,P12311,False,Lucknow,click
S107904,2025-07-24 16:13:06,tv below 5000,,False,Hyderabad,search
S107904,2025-07-24 16:17:06,hoodie,P14738,True,Chennai,view_details
S107905,2025-07-20 09:51:06,addidas,P14219,False,Jaipur,search
S107906,2025-07-27 04:25:06,casual shoes,P11864,False,Bangalore,click
S107906,2025-07-27 04:20:06,xiaomi,P13151,False,Pune,search
S107906,2025-07-27 04:28:06,blutooth keyboard,,False,Mumbai,search
S107906,2025-07-27 04:16:06,oled tv,P13085,False,Pune,search
S107906,2025-07-27 04:17:06,16gb ram laptop,P10952,False,Kolkata,click
S107906,2025-07-27 04:03:06,adias ultraboost,P10800,True,Chennai,search
S107907,2025-07-26 03:48:06,runing shoes,,False,Hyderabad,click
S107907,2025-07-26 03:30:06,5g smartphone,P10078,False,Mumbai,click
S107907,2025-07-26 03:57:06,jeans,P12415,False,Mumbai,search
S107907,2025-07-26 03:27:06,full sleeve shirt,P10107,False,Jaipur,add_to_cart
S107907,2025-07-26 03:51:06,white shoes,,False,Lucknow,click
S107907,2025-07-26 03:46:06,laptap,P13250,False,Pune,add_to_cart
S107908,2025-06-29 13:30:06,wallet,P11973,False,Kolkata,add_to_cart
S107908,2025-06-29 13:43:06,television,P14047,False,Jaipur,add_to_cart
S107908,2025-06-29 13:28:06,digital watch,P10881,False,Lucknow,add_to_cart
S107908,2025-06-29 13:21:06,touchscreen laptop,P14611,False,Mumbai,click
S107908,2025-06-29 13:40:06,shoes under 15000,,False,Lucknow,compare
S107908,2025-06-29 13:35:06,leather strap watch,P10102,False,Jaipur,add_to_cart
S107908,2025-06-29 13:51:06,snkrs below 5000,,False,Pune,click
S107908,2025-06-29 13:48:06,straight fit jeans,P14962,False,Ahmedabad,search
S107908,2025-06-29 13:41:06,asuss,P14723,True,Kolkata,search
S107909,2025-07-24 14:33:06,sony wh-1000xm5,P12675,False,Lucknow,search
S107909,2025-07-24 14:53:06,smart tv,P13969,False,Hyderabad,add_to_cart
S107909,2025-07-24 14:36:06,smartphone,,False,Mumbai,view_details
S107909,2025-07-24 14:31:06,dell,P14104,False,Jaipur,view_details
S107909,2025-07-24 14:48:06,onepls,,False,Mumbai,search
S107909,2025-07-24 14:46:06,levis,P13311,False,Kolkata,wishlist
S107910,2025-07-01 05:20:06,adidas ultraboost,P14084,False,Jaipur,compare
S107910,2025-07-01 05:04:06,xiaomi redmi note 13,,True,Hyderabad,purchase
S107911,2025-07-02 11:00:06,earbuds below 5000,,False,Delhi,add_to_cart
S107911,2025-07-02 11:04:06,sony wh-1000xm5,P14832,False,Delhi,click
S107911,2025-07-02 11:17:06,boat,,False,Mumbai,search
S107912,2025-06-29 21:45:06,watch below 5000,,False,Lucknow,search
S107912,2025-06-29 22:04:06,sony bravia,P10480,False,Jaipur,search
S107913,2025-07-17 22:04:06,blue jeans,,True,Ahmedabad,search
S107914,2025-07-27 19:16:06,5g smartphone,P14312,False,Mumbai,search
S107914,2025-07-27 19:33:06,addidas,P10681,False,Bangalore,search
S107914,2025-07-27 19:30:06,prestig,P13899,True,Bangalore,click
S107915,2025-07-08 22:57:06,laptap,P13790,False,Kolkata,search
S107915,2025-07-08 22:42:06,55 inch tv,P12759,False,Hyderabad,click
S107915,2025-07-08 22:34:06,casual shoes,P10375,False,Bangalore,wishlist
S107915,2025-07-08 22:50:06,zarra,,False,Hyderabad,click
S107916,2025-06-29 09:42:06,digital watch,P12370,False,Bangalore,search
S107916,2025-06-29 09:34:06,realme 11 pro,P11150,False,Pune,view_details
S107916,2025-06-29 09:29:06,noise colorfit,P11051,False,Mumbai,view_details
S107916,2025-06-29 09:42:06,adidas ultraboost,P14824,True,Pune,search
S107917,2025-07-23 07:28:06,full sleeve shirt,P14430,False,Pune,click
S107918,2025-07-24 09:49:06,formal shirt,P13057,False,Bangalore,search
S107918,2025-07-24 10:09:06,smartwatch,P10362,False,Lucknow,add_to_cart
S107918,2025-07-24 09:56:06,watch under 15000,,False,Jaipur,view_details
S107918,2025-07-24 10:08:06,mobil between 10000 and 20000,P14218,False,Jaipur,click
S107918,2025-07-24 10:03:06,sony wh-100xm5,P12039,True,Kolkata,view_details
S107919,2025-07-20 23:52:06,airpos pro,P12790,False,Delhi,click
S107919,2025-07-21 00:02:06,gamng mouse,P11957,False,Chennai,view_details
S107919,2025-07-21 00:00:06,sports shoes,P14768,False,Chennai,search
S107919,2025-07-20 23:55:06,leather strap watch,,False,Chennai,add_to_cart
S107919,2025-07-20 23:43:06,straight fit jeans,,False,Delhi,click
S107919,2025-07-20 23:59:06,sony wh-1000xm5,P12847,False,Jaipur,add_to_cart
S107919,2025-07-20 23:37:06,mobil between 10000 and 20000,P11683,False,Kolkata,view_details
S107919,2025-07-20 23:42:06,oled tv,,False,Lucknow,click
S107919,2025-07-20 23:34:06,hoodi,P11814,False,Jaipur,click
S107920,2025-07-18 19:22:06,hm,P11564,False,Jaipur,add_to_cart
S107920,2025-07-18 19:21:06,bata,P10213,True,Mumbai,add_to_cart
S107921,2025-06-30 09:39:06,sony wh-1000xm5,P14201,False,Mumbai,search
S107921,2025-06-30 09:19:06,l g,,False,Chennai,search
S107921,2025-06-30 09:32:06,shoes under 20000,P12480,False,Hyderabad,view_details
S107922,2025-07-23 20:58:06,sneakers under 20000,P13139,False,Jaipur,click
S107922,2025-07-23 20:49:06,levis,P10918,True,Kolkata,click
S107923,2025-07-10 05:52:06,blue jeans,,False,Hyderabad,search
S107924,2025-07-17 22:52:06,apple,,False,Lucknow,search
