query_id,token,tag
Q001957,c,O
Q001958,smart,B-FEATURE
Q001958,food,B-PRODUCT
Q001958,dispenser,O
Q001958,pet,B-CATEGORY
Q001959,robot,B-PRODUCT
Q001959,vacuum,B-PRODUCT
Q001959,for,O
Q001959,carpets,O
Q001960,wireless,B-PRODUCT
Q001960,charger,B-PRODUCT
Q001960,stand,O
Q001960,iphone,O
Q001961,dash,O
Q001961,cam,O
Q001961,parking,O
Q001961,monitor,B-PRODUCT
Q001962,security,B-PRODUCT
Q001962,camera,B-PRODUCT
Q001962,floodlight,O
Q001963,bed,O
Q001963,pillows,O
Q001963,memory,B-FEATURE
Q001963,foam,O
Q001964,portable,B-SIZE
Q001964,uv,O
Q001964,sterilizer,O
Q001964,wand,O
Q001965,massage,O
Q001965,chair,B-PRODUCT
Q001965,full,B-FEATURE
Q001965,body,O
Q001966,indoor,O
Q001966,smart,B-PRODUCT
Q001966,garden,B-PRODUCT
Q001966,led,O
Q001966,grow,O
Q001966,lights,O
Q001967,noise,B-PRODUCT
Q001967,machine,B-PRODUCT
Q001967,for,O
Q001967,sleeping,O
Q001967,white,B-COLOR
Q001967,noise,I-PRODUCT
Q001968,car,B-PRODUCT
Q001968,seat,B-PRODUCT
Q001968,cover,O
Q001968,waterproof,B-FEATURE
Q001968,pet,B-CATEGORY
Q001969,magnetic,O
Q001969,screen,B-PRODUCT
Q001969,door,O
Q001969,for,O
Q001969,pets,O
Q001970,solar,B-FEATURE
Q001970,garden,B-PRODUCT
Q001970,lights,O
Q001970,decorative,O
Q001971,red,B-COLOR
Q001971,running,B-PRODUCT
Q001971,shoes,B-PRODUCT
Q001971,size,O
Q001971,10,O
Q001971,men,O
Q001972,latest,O
Q001972,iphone,O
Q001972,model,O
Q001972,price,B-PRICE_INDICATOR
Q001973,summer,O
Q001973,dresses,O
Q001973,for,O
Q001973,women,O
Q001974,kitchen,B-CATEGORY
Q001974,blender,B-PRODUCT
Q001974,powerful,I-PRODUCT
Q001975,running,B-PRODUCT
Q001975,shoes,B-PRODUCT
Q001975,nike,B-BRAND
Q001975,pegasus,O
Q001976,coffee,B-PRODUCT
Q001976,machine,B-PRODUCT
Q001976,espresso,B-PRODUCT
Q001977,kids,O
Q001977,toys,B-CATEGORY
Q001977,educational,O
Q001978,winter,O
Q001978,coat,O
Q001978,men's,O
Q001979,wireless,B-PRODUCT
Q001979,earbuds,B-PRODUCT
Q001979,apple,B-BRAND
Q001979,airpods,O
Q001980,cat,O
Q001980,food,B-PRODUCT
Q001980,wet,O
Q001980,food,I-PRODUCT
Q001981,garden,B-PRODUCT
Q001981,furniture,O
Q001981,outdoor,B-CATEGORY
Q001981,sofa,O
Q001982,pressure,O
Q001982,washer,O
Q001982,karcher,O
Q001983,tool,O
Q001983,set,O
Q001983,mechanic,O
Q001984,electric,O
Q001984,grill,O
Q001984,indoor,O
Q001985,electric,O
Q001985,blanket,O
Q001985,king,O
Q001985,size,O
Q001986,portable,B-PRODUCT
Q001986,air,I-PRODUCT
Q001986,conditioner,O
Q001986,compact,B-SIZE
Q001987,air,O
Q001987,humidifier,O
Q001987,cool,O
Q001987,mist,O
Q001988,smart,B-PRODUCT
Q001988,watch,B-PRODUCT
Q001988,for,O
Q001988,fitness,B-CATEGORY
Q001988,tracking,B-PRODUCT
Q001989,baby,B-PRODUCT
Q001989,stroller,B-PRODUCT
Q001989,travel,B-CATEGORY
Q001989,system,O
Q001990,air,B-PRODUCT
Q001990,fryer,B-PRODUCT
Q001990,convection,O
Q001990,oven,O
Q001991,portable,B-PRODUCT
Q001991,ssd,B-FEATURE
Q001991,external,O
Q001991,hard,B-PRODUCT
Q001991,drive,B-PRODUCT
Q001992,smart,B-FEATURE
Q001992,tv,B-PRODUCT
Q001992,oled,O
Q001992,65,O
Q001992,inch,O
Q001993,kids,O
Q001993,tablet,B-PRODUCT
Q001993,fire,O
Q001993,hd,B-FEATURE
Q001994,winter,O
Q001994,boots,O
Q001994,women's,O
Q001994,waterproof,B-FEATURE
Q001995,electric,B-PRODUCT
Q001995,kettle,B-PRODUCT
Q001995,cordless,O
Q001996,luggage,B-PRODUCT
Q001996,carry,O
Q001996,on,O
Q001996,spinner,O
Q001997,red,B-COLOR
Q001997,running,B-PRODUCT
Q001997,shoes,B-PRODUCT
Q001997,size,O
Q001997,10,O
Q001997,men's,O
Q001998,bose,B-BRAND
Q001998,noise,B-FEATURE
Q001998,cancelling,B-PRODUCT
Q001998,headphones,B-PRODUCT
Q001999,kids,O
Q001999,toys,B-CATEGORY
Q001999,age,O
Q001999,3-5,O
Q001999,educational,O
Q002000,latest,O
Q002000,samsung,B-BRAND
Q002000,smart,B-FEATURE
Q002000,tv,B-PRODUCT
Q002000,models,O
Q002001,yoga,B-PRODUCT
Q002001,mat,B-PRODUCT
Q002001,non-slip,O
Q002001,eco-friendly,O
Q002002,gaming,B-PRODUCT
Q002002,pc,O
Q002002,under,B-PRICE_INDICATOR
Q002002,$1500,O
Q002003,women's,O
Q002003,winter,O
Q002003,coats,O
Q002003,plus,O
Q002003,size,O
Q002004,gaming,B-PRODUCT
Q002004,headset,B-PRODUCT
Q002004,wireless,B-PRODUCT
Q002004,with,O
Q002004,mic,O
Q002005,cat,O
Q002005,tree,O
Q002005,scratching,O
Q002005,post,O
Q002005,tall,O
Q002006,kitchenaid,O
Q002006,stand,O
Q002006,mixer,O
Q002006,refurbished,O
Q002007,bike,B-PRODUCT
Q002007,helmet,O
Q002007,adult,O
Q002007,road,O
Q002007,cycling,O
Q002008,dyson,O
Q002008,vacuum,B-PRODUCT
Q002008,cleaner,B-PRODUCT
Q002008,cordless,O
Q002009,running,B-PRODUCT
Q002009,shoes,B-PRODUCT
Q002009,women's,O
Q002009,brooks,O
Q002009,ghost,O
Q002010,apple,B-BRAND
Q002010,macbook,O
Q002010,air,O
Q002010,m2,O
Q002010,chip,O
Q002011,baby,B-CATEGORY
Q002011,monitor,B-PRODUCT
Q002011,camera,B-PRODUCT
Q002011,with,O
Q002011,night,O
Q002011,vision,O
Q002012,puzzle,O
Q002012,for,O
Q002012,adults,O
Q002012,1000,O
Q002012,pieces,O
Q002012,landscape,O
Q002013,blender,B-PRODUCT
Q002013,high,O
Q002013,power,B-PRODUCT
Q002013,professional,O
Q002014,vacuum,B-PRODUCT
Q002014,cleaner,B-PRODUCT
Q002014,robot,B-PRODUCT
Q002014,self-emptying,O
Q002015,garden,B-PRODUCT
Q002015,hose,B-PRODUCT
Q002015,expandable,O
Q002015,50ft,O
Q002016,treadmill,O
Q002016,foldable,B-FEATURE
Q002016,smart,B-FEATURE
Q002017,drone,B-PRODUCT
Q002017,with,O
Q002017,camera,B-PRODUCT
Q002017,4k,B-FEATURE
Q002017,gps,B-FEATURE
Q002018,desk,O
Q002018,chair,B-PRODUCT
Q002018,ergonomic,B-FEATURE
Q002018,mesh,O
Q002018,back,B-FEATURE
Q002019,portable,B-SIZE
Q002019,power,B-PRODUCT
Q002019,station,O
Q002019,solar,B-FEATURE
Q002020,weighted,O
Q002020,blanket,O
Q002020,adult,O
Q002020,20,O
Q002020,lbs,O
Q002021,security,B-PRODUCT
Q002021,camera,B-PRODUCT
Q002021,outdoor,B-CATEGORY
Q002021,wireless,B-PRODUCT
Q002021,4k,B-FEATURE
Q002022,smart,B-FEATURE
Q002022,tv,B-PRODUCT
Q002022,65,O
Q002022,inch,O
Q002022,oled,O
Q002023,luggage,B-PRODUCT
Q002023,set,I-PRODUCT
Q002023,hardshell,O
Q002023,spinner,O
Q002024,instant,O
Q002024,camera,B-PRODUCT
Q002024,fujifilm,B-BRAND
Q002024,instax,O
Q002024,mini,B-SIZE
Q002025,smart,B-FEATURE
Q002025,light,O
Q002025,strip,O
Q002025,philips,B-BRAND
Q002025,hue,O
Q002026,gaming,B-PRODUCT
Q002026,laptop,B-PRODUCT
Q002026,rtx,B-FEATURE
Q002026,4070,O
Q002027,portable,B-SIZE
Q002027,charger,B-PRODUCT
Q002027,power,B-PRODUCT
Q002027,bank,B-PRODUCT
Q002027,high,O
Q002027,capacity,O
Q002028,espresso,B-PRODUCT
Q002028,grinder,O
Q002028,burr,O
Q002028,conical,O
Q002029,humidifier,O
Q002029,cool,O
Q002029,mist,O
Q002029,large,B-SIZE
Q002029,room,O
Q002030,air,B-PRODUCT
Q002030,purifier,B-PRODUCT
Q002030,with,O
Q002030,washable,O
Q002030,filter,B-PRODUCT
Q002031,portable,B-SIZE
Q002031,blender,B-PRODUCT
Q002031,personal,O
Q002031,usb,B-FEATURE
Q002031,rechargeable,B-FEATURE
Q002032,outdoor,B-CATEGORY
Q002032,security,B-PRODUCT
Q002032,camera,B-PRODUCT
Q002032,battery,B-FEATURE
Q002032,powered,O
Q002033,smart,B-FEATURE
Q002033,light,O
Q002033,switch,O
Q002033,dimmer,O
Q002033,wi-fi,B-FEATURE
Q002034,electric,B-PRODUCT
Q002034,toothbrush,B-PRODUCT
Q002034,oral-b,O
Q002034,io,O
Q002035,bluetooth,B-PRODUCT
Q002035,headphones,B-PRODUCT
Q002035,over,B-PRICE_INDICATOR
Q002035,ear,O
Q002035,bose,B-BRAND
Q002035,quietcomfort,O
Q002036,portable,B-PRODUCT
Q002036,air,I-PRODUCT
Q002036,pump,O
Q002036,for,O
Q002036,tires,O
Q002036,car,O
Q002036,and,O
Q002036,bike,B-PRODUCT
Q002037,robot,B-PRODUCT
Q002037,cleaner,B-PRODUCT
Q002037,window,O
Q002037,cleaning,B-PRODUCT
Q002038,smart,B-PRODUCT
Q002038,garden,B-PRODUCT
Q002038,indoor,O
Q002038,herb,O
Q002038,growing,O
Q002038,kit,B-PRODUCT
Q002039,portable,B-SIZE
Q002039,campfire,O
Q002039,grill,O
Q002040,sous,O
Q002040,vide,O
Q002040,precision,O
Q002040,cooker,B-PRODUCT
Q002041,magnetic,O
Q002041,screen,B-PRODUCT
Q002041,door,O
Q002041,mesh,O
Q002042,back,B-FEATURE
Q002042,massager,O
Q002042,shiatsu,O
Q002042,with,O
Q002042,heat,O
Q002043,standing,B-PRODUCT
Q002043,desk,I-PRODUCT
Q002043,converter,B-PRODUCT
Q002043,adjustable,B-FEATURE
Q002043,height,O
Q002044,smart,B-FEATURE
Q002044,coffee,B-PRODUCT
Q002044,maker,B-PRODUCT
Q002044,wi-fi,B-FEATURE
Q002044,enabled,O
Q002045,electric,O
Q002045,bug,O
Q002045,zapper,O
Q002045,outdoor,B-CATEGORY
Q002046,solar,B-FEATURE
Q002046,outdoor,B-CATEGORY
Q002046,lights,O
Q002046,motion,O
Q002046,sensor,O
Q002047,portable,B-PRODUCT
Q002047,camping,I-PRODUCT
Q002047,shower,B-PRODUCT
Q002047,battery,B-FEATURE
Q002047,operated,O
Q002048,smart,B-FEATURE
Q002048,air,B-PRODUCT
Q002048,purifier,B-PRODUCT
Q002048,alexa,B-BRAND
Q002048,compatible,B-PRODUCT
Q002049,running,B-PRODUCT
Q002049,shoes,B-PRODUCT
Q002049,nike,B-BRAND
Q002049,pegasus,O
Q002049,39,O
Q002050,gaming,B-PRODUCT
Q002050,laptop,B-PRODUCT
Q002050,rtx,B-FEATURE
Q002050,3070,O
Q002051,winter,O
Q002051,coat,O
Q002051,women's,O
Q002051,waterproof,B-FEATURE
Q002052,skincare,B-PRODUCT
Q002052,routine,O
Q002052,dry,O
Q002052,skin,I-PRODUCT
Q002053,eco,O
Q002053,friendly,O
Q002053,cleaning,B-PRODUCT
Q002053,products,O
Q002054,mens,O
Q002054,dress,O
Q002054,shoes,B-PRODUCT
Q002054,black,B-COLOR
Q002054,leather,B-PRODUCT
Q002055,blender,B-PRODUCT
Q002055,vitamix,O
Q002055,ascent,O
Q002056,printer,O
Q002056,ink,O
Q002056,cartridges,O
Q002056,hp,B-BRAND
Q002057,smart,B-FEATURE
Q002057,plug,O
Q002057,mini,B-SIZE
Q002058,magnetic,O
Q002058,screen,B-PRODUCT
Q002058,door,O
Q002059,portable,B-SIZE
Q002059,sewing,O
Q002059,machine,B-PRODUCT
Q002060,outdoor,B-CATEGORY
Q002060,furniture,O
Q002060,patio,O
Q002060,set,O
Q002061,book,O
Q002061,shelf,O
Q002061,modern,O
Q002061,design,O
Q002062,meat,O
Q002062,thermometer,O
Q002062,digital,B-FEATURE
Q002063,guitar,B-PRODUCT
Q002063,acoustic,O
Q002063,beginner,O
Q002063,kit,B-PRODUCT
Q002064,projector,B-PRODUCT
Q002064,screen,B-PRODUCT
Q002064,retractable,O
Q002065,portable,B-SIZE
Q002065,grill,O
Q002065,propane,O
Q002066,robot,B-PRODUCT
Q002066,vacuum,B-PRODUCT
Q002066,mops,O
Q002067,air,O
Q002067,humidifier,O
Q002067,essential,O
Q002067,oil,O
Q002067,diffuser,O
Q002068,smart,B-FEATURE
Q002068,coffee,B-PRODUCT
Q002068,maker,B-PRODUCT
Q002068,wi-fi,B-FEATURE
Q002069,electric,B-PRODUCT
Q002069,toothbrush,B-PRODUCT
Q002069,sonicare,O
Q002069,diamondclean,O
Q002070,robot,B-PRODUCT
Q002070,cleaner,B-PRODUCT
Q002070,window,O
Q002071,electric,O
Q002071,food,B-PRODUCT
Q002071,chopper,O
Q002071,mini,B-SIZE
Q002072,red,B-COLOR
Q002072,t-shirt,O
Q002072,for,O
Q002072,men,O
Q002072,size,O
Q002072,L,B-SIZE
Q002073,running,B-PRODUCT
Q002073,shoes,B-PRODUCT
Q002073,nike,B-BRAND
Q002073,women's,O
Q002074,yoga,B-PRODUCT
Q002074,mat,B-PRODUCT
Q002074,non-slip,O
Q002074,thick,O
Q002075,gardening,O
Q002075,gloves,O
Q002075,durable,O
Q002076,facial,O
Q002076,cleanser,O
Q002076,for,O
Q002076,oily,O
Q002076,skin,O
Q002077,tent,B-PRODUCT
Q002077,for,O
Q002077,2,O
Q002077,people,O
Q002077,hiking,O
Q002078,protein,O
Q002078,powder,O
Q002078,chocolate,O
Q002078,flavor,O
Q002079,kids,O
Q002079,toys,B-CATEGORY
Q002079,educational,O
Q002079,blocks,O
Q002080,travel,B-CATEGORY
Q002080,suitcase,O
Q002080,carry,O
Q002080,on,O
Q002081,resistance,O
Q002081,bands,O
Q002081,for,O
Q002081,exercise,O
Q002082,men's,O
Q002082,wallet,B-PRODUCT
Q002082,leather,B-PRODUCT
Q002082,slim,O
Q002083,plant,B-PRODUCT
Q002083,pots,B-PRODUCT
Q002083,indoor,O
Q002083,ceramic,B-MATERIAL
Q002084,drone,B-PRODUCT
Q002084,with,O
Q002084,follow,O
Q002084,me,O
Q002084,mode,O
Q002085,espressor,O
Q002085,machine,B-PRODUCT
Q002085,delonghi,O
Q002086,electric,B-PRODUCT
Q002086,scooter,B-PRODUCT
Q002086,foldable,B-FEATURE
Q002087,gaming,B-PRODUCT
Q002087,headset,B-PRODUCT
Q002087,for,O
Q002087,ps5,O
Q002088,portable,B-PRODUCT
Q002088,projector,B-PRODUCT
Q002088,1080p,O
Q002089,action,O
Q002089,camera,B-PRODUCT
Q002089,4k,B-FEATURE
Q002089,waterproof,B-FEATURE
Q002090,e-reader,O
Q002090,kindle,O
Q002090,paperwhite,O
Q002091,portable,B-PRODUCT
Q002091,air,B-PRODUCT
Q002091,purifier,B-PRODUCT
Q002091,for,O
Q002091,car,O
Q002092,gaming,B-PRODUCT
Q002092,desk,O
Q002092,with,O
Q002092,led,O
Q002092,lights,O
Q002093,smart,B-PRODUCT
Q002093,water,I-PRODUCT
Q002093,bottle,B-PRODUCT
Q002093,with,O
Q002093,tracking,B-PRODUCT
Q002094,smart,B-FEATURE
Q002094,plugs,O
Q002094,compatible,B-PRODUCT
Q002094,with,O
Q002094,google,O
Q002094,home,B-CATEGORY
Q002095,portable,B-SIZE
Q002095,charcoal,O
Q002095,grill,O
Q002096,gaming,B-PRODUCT
Q002096,pc,O
Q002096,prebuilt,O
Q002096,high,O
Q002096,end,O
Q002097,solar,B-FEATURE
Q002097,panel,B-PRODUCT
Q002097,for,O
Q002097,home,B-CATEGORY
Q002098,men's,O
Q002098,formal,O
Q002098,shirts,O
Q002098,slim,O
Q002098,fit,O
Q002099,skincare,B-PRODUCT
Q002099,routine,O
Q002099,for,O
Q002099,oily,O
Q002099,skin,I-PRODUCT
Q002100,indoor,O
Q002100,plant,B-PRODUCT
Q002100,suggestions,O
Q002100,low,O
Q002100,light,O
Q002101,running,B-PRODUCT
Q002101,shorts,O
Q002101,men's,O
Q002102,vacuum,B-PRODUCT
Q002102,cleaner,B-PRODUCT
Q002102,robot,B-PRODUCT
Q002103,noise,B-FEATURE
Q002103,cancelling,B-PRODUCT
Q002103,earbuds,B-PRODUCT
Q002103,bose,B-BRAND
Q002104,gaming,B-PRODUCT
Q002104,monitor,B-PRODUCT
Q002104,high,O
Q002104,refresh,O
Q002104,rate,O
Q002105,toddler,O
Q002105,shoes,B-PRODUCT
Q002105,velcro,O
Q002106,external,O
Q002106,ssd,B-FEATURE
Q002106,hard,B-PRODUCT
Q002106,drive,B-PRODUCT
Q002106,1tb,O
Q002107,blender,B-PRODUCT
Q002107,for,O
Q002107,smoothies,O
Q002107,portable,B-SIZE
Q002108,electric,B-PRODUCT
Q002108,shaver,I-PRODUCT
Q002108,braun,O
Q002108,series,O
Q002108,9,O
Q002109,smart,B-FEATURE
Q002109,tv,B-PRODUCT
Q002109,55,O
Q002109,inch,O
Q002109,samsung,B-BRAND
Q002110,smart,B-PRODUCT
Q002110,water,I-PRODUCT
Q002110,bottle,B-PRODUCT
Q002110,hidrate,O
Q002110,spark,O
Q002111,robot,B-PRODUCT
Q002111,vacuum,B-PRODUCT
Q002111,with,O
Q002111,self,O
Q002111,empty,O
Q002111,dock,O
Q002112,portable,B-SIZE
Q002112,car,O
Q002112,charger,B-PRODUCT
Q002112,electric,B-PRODUCT
Q002112,car,O
Q002113,smartwatch,B-PRODUCT
Q002113,with,O
Q002113,gps,B-FEATURE
Q002113,and,O
Q002113,heart,O
Q002113,rate,O
Q002114,dog,O
Q002114,camera,B-PRODUCT
Q002114,with,O
Q002114,treat,O
Q002114,dispenser,O
Q002115,portable,B-PRODUCT
Q002115,solar,B-FEATURE
Q002115,panel,B-PRODUCT
Q002115,for,O
Q002115,camping,O
Q002116,robot,B-PRODUCT
Q002116,vacuum,B-PRODUCT
Q002116,with,O
Q002116,mapping,O
Q002116,function,O
Q002117,portable,B-SIZE
Q002117,shower,B-PRODUCT
Q002117,camping,O
Q002118,electric,B-PRODUCT
Q002118,toothbrush,B-PRODUCT
Q002118,for,O
Q002118,sensitive,O
Q002118,teeth,O
Q002119,smart,B-PRODUCT
Q002119,home,B-CATEGORY
Q002119,security,B-PRODUCT
Q002119,camera,B-PRODUCT
Q002119,indoor,O
Q002120,portable,B-SIZE
Q002120,power,B-PRODUCT
Q002120,bank,B-PRODUCT
Q002120,for,O
Q002120,laptop,B-PRODUCT
Q002121,smart,B-PRODUCT
Q002121,scale,B-PRODUCT
Q002121,with,O
Q002121,app,B-FEATURE
Q002122,gaming,B-PRODUCT
Q002122,chair,B-PRODUCT
Q002122,ergonomic,B-FEATURE
Q002122,with,O
Q002122,footrest,O
Q002123,smart,B-PRODUCT
Q002123,thermostat,B-PRODUCT
Q002123,no,O
Q002123,c,O
Q002123,wire,O
Q002124,dog,O
Q002124,gps,B-FEATURE
Q002124,tracker,O
Q002124,long,O
Q002124,range,B-PRICE_INDICATOR
Q002125,portable,B-PRODUCT
Q002125,air,I-PRODUCT
Q002125,pump,O
Q002125,for,O
Q002125,car,O
Q002125,tires,O
Q002126,red,B-COLOR
Q002126,dress,O
Q002126,size,O
Q002126,medium,B-SIZE
Q002127,men's,O
Q002127,running,B-PRODUCT
Q002127,shoes,B-PRODUCT
Q002128,kitchen,B-CATEGORY
Q002128,aid,O
Q002128,mixer,O
Q002129,running,B-PRODUCT
Q002129,watch,B-PRODUCT
Q002129,gps,B-FEATURE
Q002130,beard,O
Q002130,trimmer,O
Q002130,philips,B-BRAND
Q002131,desk,O
Q002131,lamp,O
Q002131,with,O
Q002131,wireless,B-PRODUCT
Q002131,charging,O
Q002132,smart,B-PRODUCT
Q002132,garden,B-PRODUCT
Q002132,indoor,O
Q002133,home,B-CATEGORY
Q002133,security,B-PRODUCT
Q002133,camera,B-PRODUCT
Q002133,system,O
Q002134,gaming,B-PRODUCT
Q002134,headset,B-PRODUCT
Q002134,xbox,O
Q002135,smart,B-FEATURE
Q002135,mirror,O
Q002136,instant,O
Q002136,print,O
Q002136,camera,B-PRODUCT
Q002137,outdoor,B-CATEGORY
Q002137,security,B-PRODUCT
Q002137,camera,B-PRODUCT
Q002138,portable,B-SIZE
Q002138,jump,O
Q002138,starter,O
Q002139,smart,B-PRODUCT
Q002139,pet,B-CATEGORY
Q002139,feeder,B-PRODUCT
Q002140,smart,B-FEATURE
Q002140,pen,O
Q002140,digital,B-FEATURE
Q002140,notes,O
Q002141,wireless,B-PRODUCT
Q002141,barcode,O
Q002141,scanner,O
Q002142,portable,B-SIZE
Q002142,sauna,O
Q002142,for,O
Q002142,home,B-CATEGORY
Q002143,digital,B-FEATURE
Q002143,meat,O
Q002143,thermometer,O
Q002144,foldable,B-FEATURE
Q002144,treadmill,O
Q002144,smart,B-FEATURE
Q002145,smart,B-FEATURE
Q002145,cat,O
Q002145,litter,O
Q002145,box,O
Q002146,portable,B-SIZE
Q002146,garment,O
Q002146,steamer,O
Q002147,smart,B-FEATURE
Q002147,sleep,O
Q002147,mask,O
Q002148,smart,B-FEATURE
Q002148,baby,B-CATEGORY
Q002148,scale,B-PRODUCT
Q002149,portable,B-PRODUCT
Q002149,solar,B-FEATURE
Q002149,panel,B-PRODUCT
Q002150,electric,O
Q002150,lunch,O
Q002150,box,O
Q002151,smart,B-FEATURE
Q002151,plant,B-PRODUCT
Q002151,sensor,O
Q002152,portable,B-SIZE
Q002152,ice,O
Q002152,maker,B-PRODUCT
Q002153,smart,B-FEATURE
Q002153,aroma,O
Q002153,diffuser,O
Q002154,portable,B-PRODUCT
Q002154,espresso,B-PRODUCT
Q002154,machine,B-PRODUCT
Q002155,smart,B-FEATURE
Q002155,dog,O
Q002155,collar,O
Q002155,gps,B-FEATURE
Q002156,uv,B-PRODUCT
Q002156,light,I-PRODUCT
Q002156,sanitizer,B-PRODUCT
Q002156,box,O
Q002157,wireless,B-PRODUCT
Q002157,lavalier,O
Q002157,microphone,O
Q002158,portable,B-SIZE
Q002158,printer,O
Q002158,for,O
Q002158,phone,B-PRODUCT
Q002159,smart,B-FEATURE
Q002159,air,O
Q002159,quality,O
Q002159,monitor,B-PRODUCT
Q002160,portable,B-SIZE
Q002160,bladeless,O
Q002160,fan,O
Q002161,running,B-PRODUCT
Q002161,shoes,B-PRODUCT
Q002161,for,O
Q002161,men,O
Q002161,size,O
Q002161,10,O
Q002161,wide,O
Q002162,travel,B-CATEGORY
Q002162,backpack,B-PRODUCT
Q002162,carry,O
Q002162,on,O
Q002162,approved,O
Q002163,kitchen,B-CATEGORY
Q002163,stand,O
Q002163,mixer,O
Q002163,kitchenaid,O
Q002164,drones,O
Q002164,with,O
Q002164,camera,B-PRODUCT
Q002164,4k,B-FEATURE
Q002165,treadmill,O
Q002165,foldable,B-FEATURE
Q002165,home,B-CATEGORY
Q002165,gym,O
Q002166,kids,O
Q002166,tablet,B-PRODUCT
Q002166,educational,O
Q002166,games,B-CATEGORY
Q002167,projector,B-PRODUCT
Q002167,home,B-CATEGORY
Q002167,theater,O
Q002167,4k,B-FEATURE
Q002168,smart,B-FEATURE
Q002168,light,O
Q002168,bulbs,O
Q002168,alexa,B-BRAND
Q002168,compatible,B-PRODUCT
Q002169,grill,O
Q002169,propane,O
Q002169,gas,O
Q002169,4,O
Q002169,burner,O
Q002170,outdoor,B-CATEGORY
Q002170,waterproof,B-FEATURE
Q002170,speaker,B-PRODUCT
Q002171,kids,O
Q002171,bike,B-PRODUCT
Q002171,helmet,O
Q002171,adjustable,B-FEATURE
Q002172,smart,B-FEATURE
Q002172,tv,B-PRODUCT
Q002172,55,O
Q002172,inch,O
Q002172,4k,B-FEATURE
Q002172,samsung,B-BRAND
Q002173,outdoor,B-CATEGORY
Q002173,security,B-PRODUCT
Q002173,lights,O
Q002173,motion,O
Q002173,sensor,O
Q002174,cat,O
Q002174,fountain,O
Q002174,ceramic,B-MATERIAL
Q002174,filter,B-PRODUCT
Q002175,kid's,O
Q002175,smart,B-PRODUCT
Q002175,watch,B-PRODUCT
Q002175,gps,B-FEATURE
Q002176,robot,B-PRODUCT
Q002176,mop,O
Q002176,and,O
Q002176,vacuum,B-PRODUCT
Q002176,combo,O
Q002177,portable,B-PRODUCT
Q002177,air,I-PRODUCT
Q002177,conditioner,O
Q002177,room,O
Q002178,outdoor,B-CATEGORY
Q002178,string,O
Q002178,lights,O
Q002178,solar,B-FEATURE
Q002179,noise,B-PRODUCT
Q002179,machine,B-PRODUCT
Q002179,white,B-COLOR
Q002179,noise,I-PRODUCT
Q002180,bike,B-PRODUCT
Q002180,trainer,O
Q002180,indoor,O
Q002180,fluid,O
Q002181,portable,B-SIZE
Q002181,charger,B-PRODUCT
Q002181,power,B-PRODUCT
Q002181,bank,B-PRODUCT
Q002182,portable,B-SIZE
Q002182,blender,B-PRODUCT
Q002182,usb,B-FEATURE
Q002183,portable,B-SIZE
Q002183,grill,O
Q002183,charcoal,O
Q002184,gaming,B-PRODUCT
Q002184,desktop,O
Q002184,prebuilt,O
Q002184,rtx,B-FEATURE
Q002184,4070,O
Q002185,dog,O
Q002185,crate,O
Q002185,heavy,O
Q002185,duty,O
Q002185,large,B-SIZE
Q002186,kitchen,B-CATEGORY
Q002186,knife,O
Q002186,set,O
Q002186,sharpener,O
Q002187,bike,B-PRODUCT
Q002187,rack,O
Q002187,car,O
Q002187,hitch,O
Q002187,mount,O
Q002188,smart,B-FEATURE
Q002188,door,O
Q002188,bell,O
Q002188,ring,B-BRAND
Q002189,humidifier,O
Q002189,essential,O
Q002189,oil,O
Q002189,diffuser,O
Q002190,robot,B-PRODUCT
Q002190,vacuum,B-PRODUCT
Q002190,mop,O
Q002190,self,O
Q002190,cleaning,B-PRODUCT
Q002191,outdoor,B-CATEGORY
Q002191,flood,O
Q002191,lights,O
Q002191,led,O
Q002192,baby,B-CATEGORY
Q002192,food,B-PRODUCT
Q002192,maker,B-PRODUCT
Q002192,steamer,O
Q002192,blender,B-PRODUCT
Q002193,bluetooth,B-PRODUCT
Q002193,headphones,B-PRODUCT
Q002193,under,B-PRICE_INDICATOR
Q002193,$50,O
Q002194,women's,O
Q002194,formal,O
Q002194,dresses,O
Q002195,gaming,B-PRODUCT
Q002195,laptop,B-PRODUCT
Q002195,deals,O
Q002196,iphone,O
Q002196,charger,B-PRODUCT
Q002196,original,O
Q002197,smart,B-PRODUCT
Q002197,home,B-CATEGORY
Q002197,devices,O
Q002198,adidas,B-BRAND
Q002198,running,B-PRODUCT
Q002198,shoes,B-PRODUCT
Q002198,women,O
Q002199,kitchen,B-CATEGORY
Q002199,blender,B-PRODUCT
Q002199,high,O
Q002199,power,B-PRODUCT
Q002200,men's,O
Q002200,watches,B-CATEGORY
Q002200,casual,O
Q002201,black,B-COLOR
Q002201,party,O
Q002201,dress,O
Q002202,pet,B-CATEGORY
Q002202,carrier,O
Q002202,for,O
Q002202,cats,O
Q002203,hoodies,O
Q002203,for,O
Q002203,men,O
Q002203,graphic,O
Q002203,print,O
Q002204,ultrawide,O
Q002204,monitor,B-PRODUCT
Q002204,for,O
Q002204,gaming,B-PRODUCT
Q002205,airpods,O
Q002205,pro,O
Q002205,2nd,O
Q002205,gen,O
Q002206,cat,O
Q002206,scratching,O
Q002206,post,O
Q002206,durable,O
Q002207,nike,B-BRAND
Q002207,air,O
Q002207,force,O
Q002207,1,O
Q002207,low,O
Q002208,sony,B-BRAND
Q002208,wh-1000xm5,O
